CATEGORY,START_TIME,ROAD,DEPARTMENT,RESPONSIBILITY,YEAR,SOURCE_YEAR,DELTA_TIME,DELTA_MINUTES,TIME_DIFF,INDEX,SEASON,SEASON_INDEX,MONTH,LAMBDA_DYNAMIC,LAMBDA0,LAMBDA1,LAMBDA_MONTH,SPIKE_FLAG,TRANSITION_FLAG,FREIGHT_COUNT,FREIGHT_TIMEOUT,PASSENGER_COUNT,PASSENGER_TIMEOUT,COMMUTER_COUNT,COMMUTER_TIMEOUT,ENTITY_TYPE
,2025-01-01 05:44:59.363820804,Дальневосточная,,,2025,2024,0 days 00:00:00,0.0,0.0,0.0,Зима,1,1,0.0015210449048779,0.0015210449048779,0.0045631347146337,65.70913989072692,0,0,,,,,,,road
,2025-01-01 10:31:52.451842464,Дальневосточная,,,2025,2024,0 days 04:46:53.088021660,286.88480036100003,286.88480036100003,0.0012106537530266344,Зима,1,1,0.0015210449048779,0.0015210449048779,0.0045631347146337,65.70913989072692,0,0,,,,,,,road
,2025-01-01 11:43:10.842399564,Дальневосточная,,,2025,2024,0 days 05:58:11.478578760,358.19130964600004,71.306509285,0.002421307506053269,Зима,1,1,0.0015210449048779,0.0015210449048779,0.0045631347146337,65.70913989072692,0,0,,,,,,,road
,2025-01-01 20:18:10.171736874,Дальневосточная,,,2025,2024,0 days 14:33:10.807916070,873.1801319345,514.9888222884999,0.0036319612590799033,Зима,1,1,0.0015210449048779,0.0015210449048779,0.0045631347146337,65.70913989072692,0,0,,,,,,,road
,2025-01-02 00:14:23.106829632,Дальневосточная,,,2025,2024,0 days 18:29:23.743008828,1109.3957168138,236.21558487929997,0.004842615012106538,Зима,1,1,0.0015210449048779,0.0015210449048779,0.0045631347146337,65.70913989072692,0,0,,,,,,,road
,2025-01-02 12:05:12.293129952,Дальневосточная,,,2025,2024,1 days 06:20:12.929309148,1820.2154884858,710.8197716720001,0.006053268765133172,Зима,1,1,0.0015210449048779,0.0015210449048779,0.0045631347146337,65.70913989072692,0,0,,,,,,,road
,2025-01-02 16:17:59.201681460,Дальневосточная,,,2025,2024,1 days 10:32:59.837860656,2072.9972976776,252.78180919179977,0.007263922518159807,Зима,1,1,0.0015210449048779,0.0015210449048779,0.0045631347146337,65.70913989072692,0,0,,,,,,,road
,2025-01-02 22:28:53.464596024,Дальневосточная,,,2025,2024,1 days 16:43:54.100775220,2443.9016795869998,370.90438190939994,0.00847457627118644,Зима,1,1,0.0015210449048779,0.0015210449048779,0.0045631347146337,65.70913989072692,0,0,,,,,,,road
,2025-01-02 23:04:14.940052092,Дальневосточная,,,2025,2024,1 days 17:19:15.576231288,2479.2596038548,35.35792426780017,0.009685230024213076,Зима,1,1,0.0015210449048779,0.0015210449048779,0.0045631347146337,65.70913989072692,0,0,,,,,,,road
,2025-01-05 04:44:21.905476272,Дальневосточная,,,2025,2024,3 days 22:59:22.541655468,5699.3756942578,3220.1160904030003,0.010895883777239709,Зима,1,1,0.0015210449048779,0.0015210449048779,0.0045631347146337,65.70913989072692,0,0,,,,,,,road
,2025-01-05 12:30:09.205507824,Дальневосточная,,,2025,2024,4 days 06:45:09.841687020,6165.164028116999,465.78833385919916,0.012106537530266344,Зима,1,1,0.0015210449048779,0.0015210449048779,0.0045631347146337,65.70913989072692,0,0,,,,,,,road
,2025-01-05 12:46:17.072745780,Дальневосточная,,,2025,2024,4 days 07:01:17.708924976,6181.2951487496,16.13112063260087,0.013317191283292978,Зима,1,1,0.0015210449048779,0.0015210449048779,0.0045631347146337,65.70913989072692,0,0,,,,,,,road
,2025-01-05 21:18:34.142398277,Дальневосточная,,,2025,2024,4 days 15:33:34.778577473,6693.579642957883,512.2844942082829,0.014527845036319613,Зима,1,1,0.0015210449048779,0.0015210449048779,0.0045631347146337,65.70913989072692,0,0,,,,,,,road
