CATEGORY,START_TIME,ROAD,DEPARTMENT,RESPONSIBILITY,YEAR,SOURCE_YEAR,DELTA_TIME,DELTA_MINUTES,TIME_DIFF,INDEX,SEASON,SEASON_INDEX,MONTH,LAMBDA_DYNAMIC,LAMBDA0,LAMBDA1,LAMBDA_MONTH,SPIKE_FLAG,TRANSITION_FLAG,FREIGHT_COUNT,FREIGHT_TIMEOUT,PASSENGER_COUNT,PASSENGER_TIMEOUT,COMMUTER_COUNT,COMMUTER_TIMEOUT,ENTITY_TYPE
,2025-01-01 01:58:21.421917234,Октябрьская,,,2025,2024,0 days 00:00:00,0.0,0.0,0.0,Зима,1,1,0.0038688154937952,0.0038688154937952,0.0116064464813856,167.13282933195362,0,0,,,,,,,road
,2025-01-01 02:23:44.212784010,Октябрьская,,,2025,2024,0 days 00:25:22.790866776,25.379847779600002,25.379847779600002,0.0005583472920156337,Зима,1,1,0.0038688154937952,0.0038688154937952,0.0116064464813856,167.13282933195362,0,0,,,,,,,road
,2025-01-01 09:46:54.766847928,Октябрьская,,,2025,2024,0 days 07:48:33.344930694,468.5557488449,443.17590106529997,0.0011166945840312675,Зима,1,1,0.0038688154937952,0.0038688154937952,0.0116064464813856,167.13282933195362,0,0,,,,,,,road
,2025-01-01 14:44:23.945162406,Октябрьская,,,2025,2024,0 days 12:46:02.523245172,766.0420540862,297.4863052413,0.0016750418760469012,Зима,1,1,0.0038688154937952,0.0038688154937952,0.0116064464813856,167.13282933195362,0,0,,,,,,,road
,2025-01-01 17:19:58.418753820,Октябрьская,,,2025,2024,0 days 15:21:36.996836586,921.6166139431,155.5745598569,0.002233389168062535,Зима,1,1,0.0038688154937952,0.0038688154937952,0.0116064464813856,167.13282933195362,0,0,,,,,,,road
,2025-01-01 18:33:26.823320058,Октябрьская,,,2025,2024,0 days 16:35:05.401402824,995.0900233804,73.4734094373,0.0027917364600781687,Зима,1,1,0.0038688154937952,0.0038688154937952,0.0116064464813856,167.13282933195362,0,0,,,,,,,road
,2025-01-01 19:15:59.155445412,Октябрьская,,,2025,2024,0 days 17:17:37.733528178,1037.6288921363,42.53886875590001,0.0033500837520938024,Зима,1,1,0.0038688154937952,0.0038688154937952,0.0116064464813856,167.13282933195362,0,0,,,,,,,road
,2025-01-01 21:54:28.731298494,Октябрьская,,,2025,2024,0 days 19:56:07.309381260,1196.121823021,158.49293088469994,0.003908431044109436,Зима,1,1,0.0038688154937952,0.0038688154937952,0.0116064464813856,167.13282933195362,0,0,,,,,,,road
,2025-01-02 07:14:04.315395300,Октябрьская,,,2025,2024,1 days 05:15:42.893478066,1755.7148913011001,559.5930682801002,0.00446677833612507,Зима,1,1,0.0038688154937952,0.0038688154937952,0.0116064464813856,167.13282933195362,0,0,,,,,,,road
,2025-01-02 08:08:01.614910248,Октябрьская,,,2025,2024,1 days 06:09:40.192993014,1809.6698832169,53.95499191579984,0.005025125628140704,Зима,1,1,0.0038688154937952,0.0038688154937952,0.0116064464813856,167.13282933195362,0,0,,,,,,,road
