CATEGORY,START_TIME,ROAD,DEPARTMENT,RESPONSIBILITY,YEAR,SOURCE_YEAR,DELTA_TIME,DELTA_MINUTES,TIME_DIFF,INDEX,SEASON,SEASON_INDEX,MONTH,LAMBDA_DYNAMIC,LAMBDA0,LAMBDA1,LAMBDA_MONTH,SPIKE_FLAG,TRANSITION_FLAG,FREIGHT_COUNT,FREIGHT_TIMEOUT,PASSENGER_COUNT,PASSENGER_TIMEOUT,COMMUTER_COUNT,COMMUTER_TIMEOUT,ENTITY_TYPE
,2025-01-01 12:26:34.780389300,Северная,,,2025,2024,0 days 00:00:00,0.0,0.0,0.0,Зима,1,1,0.000793296261495,0.000793296261495,0.002379888784485,34.27039849658806,0,0,,,,,,,road
,2025-01-01 12:30:59.807872116,Северная,,,2025,2024,0 days 00:04:25.027482816,4.4171247136,4.4171247136,0.002506265664160401,Зима,1,1,0.000793296261495,0.000793296261495,0.002379888784485,34.27039849658806,0,0,,,,,,,road
,2025-01-04 01:14:33.907788708,Северная,,,2025,2024,2 days 12:47:59.127399408,3647.9854566568,3643.5683319432,0.005012531328320802,Зима,1,1,0.000793296261495,0.000793296261495,0.002379888784485,34.27039849658806,0,0,,,,,,,road
,2025-01-04 07:26:47.650572960,Северная,,,2025,2024,2 days 19:00:12.870183660,4020.214503061,372.22904640419983,0.007518796992481203,Зима,1,1,0.000793296261495,0.000793296261495,0.002379888784485,34.27039849658806,0,0,,,,,,,road
,2025-01-05 20:44:43.942711446,Северная,,,2025,2024,4 days 08:18:09.162322146,6258.1527053691,2237.9382023081,0.010025062656641603,Зима,1,1,0.000793296261495,0.000793296261495,0.002379888784485,34.27039849658806,0,0,,,,,,,road
,2025-01-07 08:21:29.230789140,Северная,,,2025,2024,5 days 19:54:54.450399840,8394.907506664,2136.7548012949,0.012531328320802004,Зима,1,1,0.000793296261495,0.000793296261495,0.002379888784485,34.27039849658806,0,0,,,,,,,road
,2025-01-07 12:04:50.289548118,Северная,,,2025,2024,5 days 23:38:15.509158818,8618.2584859803,223.35097931629934,0.015037593984962405,Зима,1,1,0.000793296261495,0.000793296261495,0.002379888784485,34.27039849658806,0,0,,,,,,,road
,2025-01-08 01:34:41.908705368,Северная,,,2025,2024,6 days 13:08:07.128316068,9428.118805267799,809.8603192874998,0.017543859649122806,Зима,1,1,0.000793296261495,0.000793296261495,0.002379888784485,34.27039849658806,0,0,,,,,,,road
,2025-01-08 02:26:25.108904154,Северная,,,2025,2024,6 days 13:59:50.328514854,9479.8388085809,51.72000331310119,0.020050125313283207,Зима,1,1,0.000793296261495,0.000793296261495,0.002379888784485,34.27039849658806,0,0,,,,,,,road
,2025-01-08 11:38:18.346222956,Северная,,,2025,2024,6 days 23:11:43.565833656,10031.7260972276,551.8872886466997,0.022556390977443608,Зима,1,1,0.000793296261495,0.000793296261495,0.002379888784485,34.27039849658806,0,0,,,,,,,road
