CATEGORY,START_TIME,ROAD,DEPARTMENT,RESPONSIBILITY,YEAR,SOURCE_YEAR,DELTA_TIME,DELTA_MINUTES,TIME_DIFF,INDEX,SEASON,SEASON_INDEX,MONTH,LAMBDA_DYNAMIC,LAMBDA0,LAMBDA1,LAMBDA_MONTH,SPIKE_FLAG,TRANSITION_FLAG,FREIGHT_COUNT,FREIGHT_TIMEOUT,PASSENGER_COUNT,PASSENGER_TIMEOUT,COMMUTER_COUNT,COMMUTER_TIMEOUT,ENTITY_TYPE
,2025-01-01 00:39:59.920992426,Восточно-Сибирская,,,2025,2024,0 days 00:00:00,0.0,0.0,0.0,Зима,1,1,0.0023721320692231,0.0023721320692231,0.007116396207669299,102.47610539043907,0,0,,,,,,,road
,2025-01-01 09:06:58.848333834,Восточно-Сибирская,,,2025,2024,0 days 08:26:58.927341408,506.9821223568,506.9821223568,0.000819000819000819,Зима,1,1,0.0023721320692231,0.0023721320692231,0.007116396207669299,102.47610539043907,0,0,,,,,,,road
,2025-01-01 18:06:17.286952098,Восточно-Сибирская,,,2025,2024,0 days 17:26:17.365959672,1046.2894326612,539.3073103044,0.001638001638001638,Зима,1,1,0.0023721320692231,0.0023721320692231,0.007116396207669299,102.47610539043907,0,0,,,,,,,road
,2025-01-01 19:26:07.521456558,Восточно-Сибирская,,,2025,2024,0 days 18:46:07.600464132,1126.1266744022,79.83724174100007,0.002457002457002457,Зима,1,1,0.0023721320692231,0.0023721320692231,0.007116396207669299,102.47610539043907,0,0,,,,,,,road
,2025-01-01 19:38:10.802219028,Восточно-Сибирская,,,2025,2024,0 days 18:58:10.881226602,1138.1813537767,12.054679374499983,0.003276003276003276,Зима,1,1,0.0023721320692231,0.0023721320692231,0.007116396207669299,102.47610539043907,0,0,,,,,,,road
,2025-01-01 23:19:23.107073148,Восточно-Сибирская,,,2025,2024,0 days 22:39:23.186080722,1359.3864346787,221.20508090199996,0.004095004095004095,Зима,1,1,0.0023721320692231,0.0023721320692231,0.007116396207669299,102.47610539043907,0,0,,,,,,,road
,2025-01-02 05:27:49.668189012,Восточно-Сибирская,,,2025,2024,1 days 04:47:49.747196586,1727.8291199431,368.4426852644001,0.004914004914004914,Зима,1,1,0.0023721320692231,0.0023721320692231,0.007116396207669299,102.47610539043907,0,0,,,,,,,road
,2025-01-02 14:03:53.805220842,Восточно-Сибирская,,,2025,2024,1 days 13:23:53.884228416,2243.8980704736,516.0689505304999,0.005733005733005733,Зима,1,1,0.0023721320692231,0.0023721320692231,0.007116396207669299,102.47610539043907,0,0,,,,,,,road
,2025-01-03 01:43:52.524720384,Восточно-Сибирская,,,2025,2024,2 days 01:03:52.603727958,2943.8767287993,699.9786583257,0.006552006552006552,Зима,1,1,0.0023721320692231,0.0023721320692231,0.007116396207669299,102.47610539043907,0,0,,,,,,,road
,2025-01-03 08:21:24.169099782,Восточно-Сибирская,,,2025,2024,2 days 07:41:24.248107356,3341.4041351225997,397.5274063232996,0.007371007371007371,Зима,1,1,0.0023721320692231,0.0023721320692231,0.007116396207669299,102.47610539043907,0,0,,,,,,,road
,2025-01-03 09:10:56.779827600,Восточно-Сибирская,,,2025,2024,2 days 08:30:56.858835174,3390.9476472529,49.543512130300314,0.00819000819000819,Зима,1,1,0.0023721320692231,0.0023721320692231,0.007116396207669299,102.47610539043907,0,0,,,,,,,road
,2025-01-03 17:14:42.180488616,Восточно-Сибирская,,,2025,2024,2 days 16:34:42.259496190,3874.7043249365,483.7566776836002,0.009009009009009009,Зима,1,1,0.0023721320692231,0.0023721320692231,0.007116396207669299,102.47610539043907,0,0,,,,,,,road
,2025-01-04 22:22:36.648143058,Восточно-Сибирская,,,2025,2024,3 days 21:42:36.727150632,5622.6121191772,1747.9077942406998,0.009828009828009828,Зима,1,1,0.0023721320692231,0.0023721320692231,0.007116396207669299,102.47610539043907,0,0,,,,,,,road
,2025-01-05 14:57:31.071173538,Восточно-Сибирская,,,2025,2024,4 days 14:17:31.150181112,6617.5191696852,994.9070505079999,0.010647010647010647,Зима,1,1,0.0023721320692231,0.0023721320692231,0.007116396207669299,102.47610539043907,0,0,,,,,,,road
