CATEGORY,START_TIME,ROAD,DEPARTMENT,RESPONSIBILITY,YEAR,SOURCE_YEAR,DELTA_TIME,DELTA_MINUTES,TIME_DIFF,INDEX,SEASON,SEASON_INDEX,MONTH,LAMBDA_DYNAMIC,LAMBDA0,LAMBDA1,LAMBDA_MONTH,SPIKE_FLAG,TRANSITION_FLAG,FREIGHT_COUNT,FREIGHT_TIMEOUT,PASSENGER_COUNT,PASSENGER_TIMEOUT,COMMUTER_COUNT,COMMUTER_TIMEOUT,ENTITY_TYPE
,2025-01-02 00:21:06.358141062,Красноярская,,,2025,2024,0 days 00:00:00,0.0,0.0,0.0,Зима,1,1,0.0013077699293642,0.0013077699293642,0.0039233097880926,56.49566094853683,0,0,,,,,,,road
,2025-01-02 23:46:39.228708066,Красноярская,,,2025,2024,0 days 23:25:32.870567004,1405.5478427834,1405.5478427834,0.0014705882352941176,Зима,1,1,0.0013077699293642,0.0013077699293642,0.0039233097880926,56.49566094853683,0,0,,,,,,,road
,2025-01-03 01:11:12.332000766,Красноярская,,,2025,2024,1 days 00:50:05.973859704,1490.0995643284,84.55172154499996,0.0029411764705882353,Зима,1,1,0.0013077699293642,0.0013077699293642,0.0039233097880926,56.49566094853683,0,0,,,,,,,road
,2025-01-04 15:19:25.072122120,Красноярская,,,2025,2024,2 days 14:58:18.713981058,3778.3118996843,2288.2123353559,0.004411764705882353,Зима,1,1,0.0013077699293642,0.0013077699293642,0.0039233097880926,56.49566094853683,0,0,,,,,,,road
,2025-01-04 17:53:27.632404794,Красноярская,,,2025,2024,2 days 17:32:21.274263732,3932.3545710621997,154.04267137789975,0.0058823529411764705,Зима,1,1,0.0013077699293642,0.0013077699293642,0.0039233097880926,56.49566094853683,0,0,,,,,,,road
,2025-01-05 00:42:35.485833198,Красноярская,,,2025,2024,3 days 00:21:29.127692136,4341.4854615356,409.1308904734001,0.007352941176470588,Зима,1,1,0.0013077699293642,0.0013077699293642,0.0039233097880926,56.49566094853683,0,0,,,,,,,road
,2025-01-05 03:47:50.814267486,Красноярская,,,2025,2024,3 days 03:26:44.456126424,4526.7409354404,185.25547390480006,0.008823529411764706,Зима,1,1,0.0013077699293642,0.0013077699293642,0.0039233097880926,56.49566094853683,0,0,,,,,,,road
,2025-01-06 04:53:04.427409132,Красноярская,,,2025,2024,4 days 04:31:58.069268070,6031.9678211345,1505.2268856941,0.010294117647058823,Зима,1,1,0.0013077699293642,0.0013077699293642,0.0039233097880926,56.49566094853683,0,0,,,,,,,road
,2025-01-06 22:31:17.492058690,Красноярская,,,2025,2024,4 days 22:10:11.133917628,7090.185565293799,1058.2177441592994,0.011764705882352941,Зима,1,1,0.0013077699293642,0.0013077699293642,0.0039233097880926,56.49566094853683,0,0,,,,,,,road
,2025-01-07 04:04:51.408735588,Красноярская,,,2025,2024,5 days 03:43:45.050594526,7423.7508432421,333.5652779483007,0.013235294117647059,Зима,1,1,0.0013077699293642,0.0013077699293642,0.0039233097880926,56.49566094853683,0,0,,,,,,,road
