CATEGORY,START_TIME,ROAD,DEPARTMENT,YEAR,SOURCE_YEAR,DELTA_TIME,DELTA_MINUTES,TIME_DIFF,INDEX,SEASON,SEASON_INDEX,MONTH,LAMBDA_FITTER,LAMBDA_MONTH,ENTITY_TYPE
,2025-01-01 10:03:17.061787403,Приволжская,SYNTHETIC,2025,2024,0 days 00:00:00,0.0,0.0,0.0,Зима,1,1,0.0008133291219204,35.13581806696147,road
,2025-01-01 15:40:21.130715340,Приволжская,SYNTHETIC,2025,2024,0 days 05:37:04.068927937,337.0678154656167,337.0678154656167,0.0024630541871921183,Зима,1,1,0.0008133291219204,35.13581806696147,road
,2025-01-02 01:13:10.603370766,Приволжская,SYNTHETIC,2025,2024,0 days 15:09:53.541583363,909.8923597227167,572.8245442571,0.0049261083743842365,Зима,1,1,0.0008133291219204,35.13581806696147,road
,2025-01-02 03:37:54.189449622,Приволжская,SYNTHETIC,2025,2024,0 days 17:34:37.127662219,1054.6187943703167,144.72643464759994,0.007389162561576354,Зима,1,1,0.0008133291219204,35.13581806696147,road
,2025-01-05 04:15:25.860663762,Приволжская,SYNTHETIC,2025,2024,3 days 18:12:08.798876359,5412.146647939317,4357.5278535689995,0.009852216748768473,Зима,1,1,0.0008133291219204,35.13581806696147,road
,2025-01-05 21:44:21.427703472,Приволжская,SYNTHETIC,2025,2024,4 days 11:41:04.365916069,6461.072765267817,1048.9261173285004,0.012315270935960592,Зима,1,1,0.0008133291219204,35.13581806696147,road
,2025-01-06 00:32:29.094712602,Приволжская,SYNTHETIC,2025,2024,4 days 14:29:12.032925199,6629.200548753317,168.1277834855,0.014778325123152709,Зима,1,1,0.0008133291219204,35.13581806696147,road
,2025-01-06 09:27:27.480463878,Приволжская,SYNTHETIC,2025,2024,4 days 23:24:10.418676475,7164.173644607917,534.9730958545997,0.017241379310344827,Зима,1,1,0.0008133291219204,35.13581806696147,road
,2025-01-07 01:41:10.292015592,Приволжская,SYNTHETIC,2025,2024,5 days 15:37:53.230228189,8137.887170469816,973.7135258618991,0.019704433497536946,Зима,1,1,0.0008133291219204,35.13581806696147,road
,2025-01-07 17:17:03.291436776,Приволжская,SYNTHETIC,2025,2024,6 days 07:13:46.229649373,9073.770494156217,935.8833236864011,0.022167487684729065,Зима,1,1,0.0008133291219204,35.13581806696147,road
,2025-01-07 18:01:30.030279246,Приволжская,SYNTHETIC,2025,2024,6 days 07:58:12.968491843,9118.216141530716,44.44564737449946,0.024630541871921183,Зима,1,1,0.0008133291219204,35.13581806696147,road
,2025-01-10 07:45:39.249051576,Приволжская,SYNTHETIC,2025,2024,8 days 21:42:22.187264173,12822.369787736216,3704.153646205499,0.027093596059113302,Зима,1,1,0.0008133291219204,35.13581806696147,road
,2025-01-10 14:21:40.990597044,Приволжская,SYNTHETIC,2025,2024,9 days 04:18:23.928809641,13218.398813494017,396.0290257578017,0.029556650246305417,Зима,1,1,0.0008133291219204,35.13581806696147,road
,2025-01-10 14:41:44.715198660,Приволжская,SYNTHETIC,2025,2024,9 days 04:38:27.653411257,13238.460890187616,20.06207669359901,0.03201970443349754,Зима,1,1,0.0008133291219204,35.13581806696147,road
,2025-01-10 16:19:31.259247456,Приволжская,SYNTHETIC,2025,2024,9 days 06:16:14.197460053,13336.236624334217,97.77573414660037,0.034482758620689655,Зима,1,1,0.0008133291219204,35.13581806696147,road
,2025-01-11 10:06:41.775851706,Приволжская,SYNTHETIC,2025,2024,10 days 00:03:24.714064303,14403.411901071717,1067.1752767375,0.03694581280788178,Зима,1,1,0.0008133291219204,35.13581806696147,road
,2025-01-11 13:08:58.398137832,Приволжская,SYNTHETIC,2025,2024,10 days 03:05:41.336350429,14585.688939173817,182.27703810210005,0.03940886699507389,Зима,1,1,0.0008133291219204,35.13581806696147,road
,2025-01-11 14:01:22.532672448,Приволжская,SYNTHETIC,2025,2024,10 days 03:58:05.470885045,14638.091181417416,52.402242243599176,0.04187192118226601,Зима,1,1,0.0008133291219204,35.13581806696147,road
,2025-01-11 23:48:23.219793708,Приволжская,SYNTHETIC,2025,2024,10 days 13:45:06.158006305,15225.102633438417,587.0114520210009,0.04433497536945813,Зима,1,1,0.0008133291219204,35.13581806696147,road
,2025-01-12 19:47:00.736852746,Приволжская,SYNTHETIC,2025,2024,11 days 09:43:43.675065343,16423.727917755717,1198.6252843173006,0.046798029556650245,Зима,1,1,0.0008133291219204,35.13581806696147,road
,2025-01-12 22:12:50.195032248,Приволжская,SYNTHETIC,2025,2024,11 days 12:09:33.133244845,16569.552220747417,145.82430299169937,0.04926108374384237,Зима,1,1,0.0008133291219204,35.13581806696147,road
,2025-01-13 05:55:00.540670020,Приволжская,SYNTHETIC,2025,2024,11 days 19:51:43.478882617,17031.724648043615,462.1724272961983,0.05172413793103448,Зима,1,1,0.0008133291219204,35.13581806696147,road
