CATEGORY,START_TIME,ROAD,DEPARTMENT,YEAR,SOURCE_YEAR,DELTA_TIME,DELTA_MINUTES,TIME_DIFF,INDEX,SEASON,SEASON_INDEX,MONTH,LAMBDA_FITTER,LAMBDA_MONTH,ENTITY_TYPE
,2025-01-01 11:31:17.865271794,Свердловская,SYNTHETIC,2025,2024,0 days 00:00:00,0.0,0.0,0.0,Зима,1,1,0.0018275280156156,78.94921027459581,road
,2025-01-01 16:06:32.098449486,Свердловская,SYNTHETIC,2025,2024,0 days 04:35:14.233177692,275.2372196282,275.2372196282,0.001440922190201729,Зима,1,1,0.0018275280156156,78.94921027459581,road
,2025-01-01 18:31:23.798639856,Свердловская,SYNTHETIC,2025,2024,0 days 07:00:05.933368062,420.0988894677,144.8616698395,0.002881844380403458,Зима,1,1,0.0018275280156156,78.94921027459581,road
,2025-01-01 22:21:10.391826570,Свердловская,SYNTHETIC,2025,2024,0 days 10:49:52.526554776,649.8754425796,229.77655311189994,0.004322766570605188,Зима,1,1,0.0018275280156156,78.94921027459581,road
,2025-01-01 23:01:27.048773118,Свердловская,SYNTHETIC,2025,2024,0 days 11:30:09.183501324,690.1530583553999,40.27761577579997,0.005763688760806916,Зима,1,1,0.0018275280156156,78.94921027459581,road
,2025-01-02 02:42:02.438450460,Свердловская,SYNTHETIC,2025,2024,0 days 15:10:44.573178666,910.7428863111,220.58982795570012,0.007204610951008645,Зима,1,1,0.0018275280156156,78.94921027459581,road
,2025-01-02 08:19:57.746604942,Свердловская,SYNTHETIC,2025,2024,0 days 20:48:39.881333148,1248.6646888858002,337.9218025747001,0.008645533141210375,Зима,1,1,0.0018275280156156,78.94921027459581,road
,2025-01-03 12:42:43.190568216,Свердловская,SYNTHETIC,2025,2024,2 days 01:11:25.325296422,2951.4220882737,1702.7573993878998,0.010086455331412104,Зима,1,1,0.0018275280156156,78.94921027459581,road
,2025-01-03 16:08:28.352333814,Свердловская,SYNTHETIC,2025,2024,2 days 04:37:10.487062020,3157.174784367,205.75269609330007,0.011527377521613832,Зима,1,1,0.0018275280156156,78.94921027459581,road
,2025-01-04 13:22:00.636259062,Свердловская,SYNTHETIC,2025,2024,3 days 01:50:42.770987268,4430.7128497878,1273.5380654208002,0.012968299711815562,Зима,1,1,0.0018275280156156,78.94921027459581,road
,2025-01-04 15:44:12.919259184,Свердловская,SYNTHETIC,2025,2024,3 days 04:12:55.053987390,4572.9175664565,142.2047166686998,0.01440922190201729,Зима,1,1,0.0018275280156156,78.94921027459581,road
,2025-01-04 17:40:10.446002214,Свердловская,SYNTHETIC,2025,2024,3 days 06:08:52.580730420,4688.876345507,115.9587790505002,0.01585014409221902,Зима,1,1,0.0018275280156156,78.94921027459581,road
