CATEGORY,START_TIME,ROAD,DEPARTMENT,YEAR,SOURCE_YEAR,DELTA_TIME,DELTA_MINUTES,TIME_DIFF,INDEX,SEASON,SEASON_INDEX,MONTH,LAMBDA_FITTER,LAMBDA_MONTH,ENTITY_TYPE
,2025-01-02 00:10:11.995584372,Московская,SYNTHETIC,2025,2024,0 days 00:00:00,0.0,0.0,0.0,Зима,1,1,0.0016700299213694,72.14529260315915,road
,2025-01-02 01:08:48.683386098,Московская,SYNTHETIC,2025,2024,0 days 00:58:36.687801726,58.611463362100004,58.611463362100004,0.001394700139470014,Зима,1,1,0.0016700299213694,72.14529260315915,road
,2025-01-02 04:11:57.525681840,Московская,SYNTHETIC,2025,2024,0 days 04:01:45.530097468,241.7588349578,183.14737159569998,0.002789400278940028,Зима,1,1,0.0016700299213694,72.14529260315915,road
,2025-01-03 03:24:42.567421038,Московская,SYNTHETIC,2025,2024,1 days 03:14:30.571836666,1634.5095306111,1392.7506956533,0.0041841004184100415,Зима,1,1,0.0016700299213694,72.14529260315915,road
,2025-01-03 06:45:02.311885818,Московская,SYNTHETIC,2025,2024,1 days 06:34:50.316301446,1834.8386050241,200.32907441299994,0.005578800557880056,Зима,1,1,0.0016700299213694,72.14529260315915,road
,2025-01-03 17:20:26.912161350,Московская,SYNTHETIC,2025,2024,1 days 17:10:14.916576978,2470.2486096162997,635.4100045921998,0.00697350069735007,Зима,1,1,0.0016700299213694,72.14529260315915,road
,2025-01-04 00:58:43.194601788,Московская,SYNTHETIC,2025,2024,2 days 00:48:31.199017416,2928.5199836235997,458.2713740073,0.008368200836820083,Зима,1,1,0.0016700299213694,72.14529260315915,road
,2025-01-04 10:01:54.884912778,Московская,SYNTHETIC,2025,2024,2 days 09:51:42.889328406,3471.7148221401,543.1948385165001,0.009762900976290097,Зима,1,1,0.0016700299213694,72.14529260315915,road
,2025-01-04 15:23:45.660774534,Московская,SYNTHETIC,2025,2024,2 days 15:13:33.665190162,3793.5610865026997,321.84626436259987,0.011157601115760111,Зима,1,1,0.0016700299213694,72.14529260315915,road
,2025-01-04 18:57:19.662051726,Московская,SYNTHETIC,2025,2024,2 days 18:47:07.666467354,4007.1277744558997,213.56668795320002,0.012552301255230125,Зима,1,1,0.0016700299213694,72.14529260315915,road
,2025-01-04 19:27:07.082073822,Московская,SYNTHETIC,2025,2024,2 days 19:16:55.086489450,4036.9181081575002,29.790333701600503,0.01394700139470014,Зима,1,1,0.0016700299213694,72.14529260315915,road
,2025-01-05 09:03:40.546398366,Московская,SYNTHETIC,2025,2024,3 days 08:53:28.550813994,4853.475846899901,816.5577387424005,0.015341701534170154,Зима,1,1,0.0016700299213694,72.14529260315915,road
,2025-01-05 22:44:29.569671504,Московская,SYNTHETIC,2025,2024,3 days 22:34:17.574087132,5674.2929014522,820.8170545522989,0.016736401673640166,Зима,1,1,0.0016700299213694,72.14529260315915,road
,2025-01-06 09:49:40.145325960,Московская,SYNTHETIC,2025,2024,4 days 09:39:28.149741588,6339.4691623598,665.1762609076004,0.01813110181311018,Зима,1,1,0.0016700299213694,72.14529260315915,road
,2025-01-06 20:07:30.010192596,Московская,SYNTHETIC,2025,2024,4 days 19:57:18.014608224,6957.300243470399,617.8310811105994,0.019525801952580194,Зима,1,1,0.0016700299213694,72.14529260315915,road
,2025-01-06 22:54:45.991179900,Московская,SYNTHETIC,2025,2024,4 days 22:44:33.995595528,7124.5665932588,167.26634978840048,0.02092050209205021,Зима,1,1,0.0016700299213694,72.14529260315915,road
,2025-01-06 23:08:17.893908642,Московская,SYNTHETIC,2025,2024,4 days 22:58:05.898324270,7138.0983054045,13.531712145700112,0.022315202231520222,Зима,1,1,0.0016700299213694,72.14529260315915,road
,2025-01-07 15:38:41.723511672,Московская,SYNTHETIC,2025,2024,5 days 15:28:29.727927300,8128.495465454999,990.3971600504992,0.023709902370990237,Зима,1,1,0.0016700299213694,72.14529260315915,road
,2025-01-07 22:23:13.604983608,Московская,SYNTHETIC,2025,2024,5 days 22:13:01.609399236,8533.026823320599,404.5313578655996,0.02510460251046025,Зима,1,1,0.0016700299213694,72.14529260315915,road
,2025-01-08 02:02:40.736592972,Московская,SYNTHETIC,2025,2024,6 days 01:52:28.741008600,8752.479016809999,219.4521934894001,0.026499302649930265,Зима,1,1,0.0016700299213694,72.14529260315915,road
,2025-01-08 03:07:03.280055478,Московская,SYNTHETIC,2025,2024,6 days 02:56:51.284471106,8816.8547411851,64.37572437510062,0.02789400278940028,Зима,1,1,0.0016700299213694,72.14529260315915,road
,2025-01-08 03:45:50.480731650,Московская,SYNTHETIC,2025,2024,6 days 03:35:38.485147278,8855.6414191213,38.78667793620116,0.029288702928870293,Зима,1,1,0.0016700299213694,72.14529260315915,road
,2025-01-08 08:02:44.848719162,Московская,SYNTHETIC,2025,2024,6 days 07:52:32.853134790,9112.5475522465,256.90613312519963,0.030683403068340307,Зима,1,1,0.0016700299213694,72.14529260315915,road
,2025-01-09 00:20:49.123364646,Московская,SYNTHETIC,2025,2024,7 days 00:10:37.127780274,10090.6187963379,978.0712440913994,0.03207810320781032,Зима,1,1,0.0016700299213694,72.14529260315915,road
,2025-01-10 01:23:43.606805262,Московская,SYNTHETIC,2025,2024,8 days 01:13:31.611220890,11593.5268536815,1502.9080573436004,0.03347280334728033,Зима,1,1,0.0016700299213694,72.14529260315915,road
,2025-01-11 00:03:21.136696146,Московская,SYNTHETIC,2025,2024,8 days 23:53:09.141111774,12953.1523518629,1359.6254981814,0.03486750348675035,Зима,1,1,0.0016700299213694,72.14529260315915,road
,2025-01-12 01:15:44.627447340,Московская,SYNTHETIC,2025,2024,10 days 01:05:32.631862968,14465.5438643828,1512.3915125199,0.03626220362622036,Зима,1,1,0.0016700299213694,72.14529260315915,road
,2025-01-13 01:02:39.347931048,Московская,SYNTHETIC,2025,2024,11 days 00:52:27.352346676,15892.455872444601,1426.9120080618013,0.03765690376569038,Зима,1,1,0.0016700299213694,72.14529260315915,road
,2025-01-13 08:31:13.901584566,Московская,SYNTHETIC,2025,2024,11 days 08:21:01.906000194,16341.031766669901,448.57589422529963,0.03905160390516039,Зима,1,1,0.0016700299213694,72.14529260315915,road
,2025-01-13 10:59:33.590935794,Московская,SYNTHETIC,2025,2024,11 days 10:49:21.595351422,16489.3599225237,148.32815585380013,0.040446304044630406,Зима,1,1,0.0016700299213694,72.14529260315915,road
,2025-01-14 02:57:27.467151132,Московская,SYNTHETIC,2025,2024,12 days 02:47:15.471566760,17447.257859446,957.897936922298,0.04184100418410042,Зима,1,1,0.0016700299213694,72.14529260315915,road
,2025-01-14 05:21:25.637456664,Московская,SYNTHETIC,2025,2024,12 days 05:11:13.641872292,17591.227364538197,143.96950509219823,0.043235704323570434,Зима,1,1,0.0016700299213694,72.14529260315915,road
,2025-01-14 08:27:35.224004730,Московская,SYNTHETIC,2025,2024,12 days 08:17:23.228420358,17777.3871403393,186.1597758011012,0.044630404463040445,Зима,1,1,0.0016700299213694,72.14529260315915,road
,2025-01-14 11:06:37.572048396,Московская,SYNTHETIC,2025,2024,12 days 10:56:25.576464024,17936.426274400397,159.0391340610986,0.04602510460251046,Зима,1,1,0.0016700299213694,72.14529260315915,road
,2025-01-14 18:19:53.637091470,Московская,SYNTHETIC,2025,2024,12 days 18:09:41.641507098,18369.6940251183,433.26775071790325,0.04741980474198047,Зима,1,1,0.0016700299213694,72.14529260315915,road
,2025-01-14 22:12:26.211438786,Московская,SYNTHETIC,2025,2024,12 days 22:02:14.215854414,18602.2369309069,232.54290578859946,0.04881450488145049,Зима,1,1,0.0016700299213694,72.14529260315915,road
,2025-01-14 23:52:41.207579982,Московская,SYNTHETIC,2025,2024,12 days 23:42:29.211995610,18702.4868665935,100.2499356865992,0.0502092050209205,Зима,1,1,0.0016700299213694,72.14529260315915,road
,2025-01-15 05:54:07.892686788,Московская,SYNTHETIC,2025,2024,13 days 05:43:55.897102416,19063.9316183736,361.4447517801018,0.05160390516039052,Зима,1,1,0.0016700299213694,72.14529260315915,road
,2025-01-16 02:34:04.312162098,Московская,SYNTHETIC,2025,2024,14 days 02:23:52.316577726,20303.8719429621,1239.9403245885005,0.05299860529986053,Зима,1,1,0.0016700299213694,72.14529260315915,road
,2025-01-16 11:00:12.268899804,Московская,SYNTHETIC,2025,2024,14 days 10:50:00.273315432,20810.0045552572,506.13261229509953,0.05439330543933055,Зима,1,1,0.0016700299213694,72.14529260315915,road
,2025-01-17 08:01:33.148594812,Московская,SYNTHETIC,2025,2024,15 days 07:51:21.153010440,22071.352550174,1261.3479949167995,0.05578800557880056,Зима,1,1,0.0016700299213694,72.14529260315915,road
