TIME_DIFF,DELTA_MINUTES,START_TIME,SPIKE_FLAG,TRANSITION_FLAG,LAMBDA_DYNAMIC,LAMBDA0,LAMBDA1,LAMBDA_MONTH,SEASON,DELTA_TIME,INDEX,ROAD,CATEGORY,DEPARTMENT,YEAR
1799.149100635427,1799.149100635427,2025-01-02 05:59:08.946038100,0,1,0.0002704703162968689,0.0001507030878676,0.0004521092636028,6.510373395881555,Зима,0 days 00:00:00,0.0,Приволжская,3,SYNTHETIC,2025
2063.5032881063466,3862.6523887417734,2025-01-03 16:22:39.143324520,0,1,0.000351102346312198,0.0001507030878676,0.0004521092636028,6.510373395881555,Зима,1 days 10:23:30.197286420,0.003861003861003861,Приволжская,3,SYNTHETIC,2025
2501.3895980224856,6364.0419867642595,2025-01-05 10:04:02.519205840,1,0,0.0004521092636028,0.0001507030878676,0.0004521092636028,6.510373395881555,Зима,3 days 04:04:53.573167740,0.007722007722007722,Приволжская,3,SYNTHETIC,2025
2858.676470620001,9222.71845738426,2025-01-07 09:42:43.107443040,1,0,0.0004521092636028,0.0001507030878676,0.0004521092636028,6.510373395881555,Зима,5 days 03:43:34.161404940,0.011583011583011582,Приволжская,3,SYNTHETIC,2025
1028.096015910349,10250.81447329461,2025-01-08 02:50:48.868397700,1,0,0.0004521092636028,0.0001507030878676,0.0004521092636028,6.510373395881555,Зима,5 days 20:51:39.922359600,0.015444015444015444,Приволжская,3,SYNTHETIC,2025
10312.243095607399,20563.057568902008,2025-01-15 06:43:03.454134120,0,0,0.0001507030878676,0.0001507030878676,0.0004521092636028,6.510373395881555,Зима,13 days 00:43:54.508096020,0.019305019305019305,Приволжская,3,SYNTHETIC,2025
14812.761073040127,35375.81864194213,2025-01-25 13:35:49.118516520,0,0,0.0001507030878676,0.0001507030878676,0.0004521092636028,6.510373395881555,Зима,23 days 07:36:40.172478420,0.023166023166023165,Приволжская,3,SYNTHETIC,2025
1066.4414278377346,36442.26006977987,2025-01-26 07:22:15.604186799,0,0,0.0001507030878676,0.0001507030878676,0.0004521092636028,6.510373395881555,Зима,24 days 01:23:06.658148699,0.02702702702702703,Приволжская,3,SYNTHETIC,2025
77.97716418970832,36520.23723396958,2025-01-26 08:40:14.234038200,0,0,0.0001507030878676,0.0001507030878676,0.0004521092636028,6.510373395881555,Зима,24 days 02:41:05.288000100,0.03088803088803089,Приволжская,3,SYNTHETIC,2025
2546.34020907612,39066.5774430457,2025-01-28 03:06:34.646582760,0,0,0.0001507030878676,0.0001507030878676,0.0004521092636028,6.510373395881555,Зима,25 days 21:07:25.700544660,0.03474903474903475,Приволжская,3,SYNTHETIC,2025
6759.651962837342,45826.229405883045,2025-02-01 19:46:13.764352980,0,0,0.0001507030878676,0.0001507030878676,0.0004521092636028,6.510373395881555,Зима,30 days 13:47:04.818314880,0.03861003861003861,Приволжская,3,SYNTHETIC,2025
29434.002029362455,75260.2314352455,2025-02-22 06:20:13.886114700,0,0,0.0001507030878676,0.0001507030878676,0.0004521092636028,6.510373395881555,Зима,51 days 00:21:04.940076600,0.04247104247104247,Приволжская,3,SYNTHETIC,2025
5917.399801969004,81177.6312372145,2025-02-26 08:57:37.874232900,0,0,0.0001507030878676,0.0001507030878676,0.0004521092636028,6.510373395881555,Зима,55 days 02:58:28.928194800,0.04633204633204633,Приволжская,3,SYNTHETIC,2025
999.9312738598078,999.9312738598078,2025-03-01 16:39:55.876431600,0,0,0.0005997616736507,0.0005997616736507,0.0017992850209521,25.909704301711688,Весна,58 days 10:40:46.930393500,0.05019305019305019,Приволжская,3,SYNTHETIC,2025
962.4199001603378,1962.3511740201457,2025-03-02 08:42:21.070441200,0,0,0.0005997616736507,0.0005997616736507,0.0017992850209521,25.909704301711688,Весна,59 days 02:43:12.124403100,0.05405405405405406,Приволжская,3,SYNTHETIC,2025
2221.5692118549578,4183.920385875103,2025-03-03 21:43:55.223152500,0,0,0.0005997616736507,0.0005997616736507,0.0017992850209521,25.909704301711688,Весна,60 days 15:44:46.277114400,0.05791505791505792,Приволжская,3,SYNTHETIC,2025
1513.6510275513574,5697.571413426461,2025-03-04 22:57:34.284805560,0,0,0.0005997616736507,0.0005997616736507,0.0017992850209521,25.909704301711688,Весна,61 days 16:58:25.338767460,0.06177606177606178,Приволжская,3,SYNTHETIC,2025
89.77604395578813,5787.347457382249,2025-03-05 00:27:20.847442920,0,0,0.0005997616736507,0.0005997616736507,0.0017992850209521,25.909704301711688,Весна,61 days 18:28:11.901404820,0.06563706563706563,Приволжская,3,SYNTHETIC,2025
841.4129133852397,6628.760370767488,2025-03-05 14:28:45.622246020,0,0,0.0005997616736507,0.0005997616736507,0.0017992850209521,25.909704301711688,Весна,62 days 08:29:36.676207920,0.0694980694980695,Приволжская,3,SYNTHETIC,2025
2919.2416011046657,9548.001971872154,2025-03-07 15:08:00.118312320,0,0,0.0005997616736507,0.0005997616736507,0.0017992850209521,25.909704301711688,Весна,64 days 09:08:51.172274220,0.07335907335907337,Приволжская,3,SYNTHETIC,2025
33.68775796142813,9581.689729833583,2025-03-07 15:41:41.383790040,0,0,0.0005997616736507,0.0005997616736507,0.0017992850209521,25.909704301711688,Весна,64 days 09:42:32.437751940,0.07722007722007722,Приволжская,3,SYNTHETIC,2025
2779.7054040657044,12361.395133899287,2025-03-09 14:01:23.708033940,0,0,0.0005997616736507,0.0005997616736507,0.0017992850209521,25.909704301711688,Весна,66 days 08:02:14.761995840,0.08108108108108109,Приволжская,3,SYNTHETIC,2025
3582.1776687663264,15943.572802665612,2025-03-12 01:43:34.368159960,0,0,0.0005997616736507,0.0005997616736507,0.0017992850209521,25.909704301711688,Весна,68 days 19:44:25.422121860,0.08494208494208494,Приволжская,3,SYNTHETIC,2025
455.49729549005986,16399.070098155673,2025-03-12 09:19:04.205889359,0,0,0.0005997616736507,0.0005997616736507,0.0017992850209521,25.909704301711688,Весна,69 days 03:19:55.259851259,0.0888030888030888,Приволжская,3,SYNTHETIC,2025
240.7473298630069,16639.81742801868,2025-03-12 13:19:49.045681140,0,0,0.0005997616736507,0.0005997616736507,0.0017992850209521,25.909704301711688,Весна,69 days 07:20:40.099643040,0.09266409266409266,Приволжская,3,SYNTHETIC,2025
1794.8892490430514,18434.70667706173,2025-03-13 19:14:42.400623720,0,0,0.0005997616736507,0.0005997616736507,0.0017992850209521,25.909704301711688,Весна,70 days 13:15:33.454585620,0.09652509652509653,Приволжская,3,SYNTHETIC,2025
69.26169288851113,18503.968369950242,2025-03-13 20:23:58.102197000,0,0,0.0005997616736507,0.0005997616736507,0.0017992850209521,25.909704301711688,Весна,70 days 14:24:49.156158900,0.10038610038610038,Приволжская,3,SYNTHETIC,2025
1833.9772133503302,20337.94558330057,2025-03-15 02:57:56.734998060,0,0,0.0005997616736507,0.0005997616736507,0.0017992850209521,25.909704301711688,Весна,71 days 20:58:47.788959960,0.10424710424710425,Приволжская,3,SYNTHETIC,2025
