TIME_DIFF,DELTA_MINUTES,START_TIME,SPIKE_FLAG,TRANSITION_FLAG,LAMBDA_DYNAMIC,LAMBDA0,LAMBDA1,LAMBDA_MONTH,SEASON,DELTA_TIME,INDEX,ROAD,CATEGORY,DEPARTMENT,YEAR
388.94764233137533,388.94764233137533,2025-01-01 06:28:56.858539860,0,1,0.001643679428684188,0.0004261342018354,0.002130671009177,18.408997519290185,Зима,0 days 00:00:00,0.0,Восточно-Сибирская,3,SYNTHETIC,2025
519.050078955062,907.9977212864374,2025-01-01 15:07:59.863277160,0,1,0.0016885177538926472,0.0004261342018354,0.002130671009177,18.408997519290185,Зима,0 days 08:39:03.004737300,0.0014727540500736377,Восточно-Сибирская,3,SYNTHETIC,2025
5.382940976337973,913.3806622627753,2025-01-01 15:13:22.839735780,0,1,0.0017759608538348867,0.0004261342018354,0.002130671009177,18.408997519290185,Зима,0 days 08:44:25.981195920,0.0029455081001472753,Восточно-Сибирская,3,SYNTHETIC,2025
403.79626751712743,1317.1769297799028,2025-01-01 21:57:10.615786800,0,1,0.0018169110173828517,0.0004261342018354,0.002130671009177,18.408997519290185,Зима,0 days 15:28:13.757246940,0.004418262150220913,Восточно-Сибирская,3,SYNTHETIC,2025
189.86414875533063,1507.0410785352335,2025-01-02 01:07:02.464712100,0,1,0.0018734408456561366,0.0004261342018354,0.002130671009177,18.408997519290185,Зима,0 days 18:38:05.606172240,0.005891016200294551,Восточно-Сибирская,3,SYNTHETIC,2025
2963.2781814362993,4470.319259971533,2025-01-04 02:30:19.155598320,1,0,0.002130671009177,0.0004261342018354,0.002130671009177,18.408997519290185,Зима,2 days 20:01:22.297058460,0.007363770250368188,Восточно-Сибирская,3,SYNTHETIC,2025
571.4501821979259,5041.769442169459,2025-01-04 12:01:46.166530140,1,0,0.002130671009177,0.0004261342018354,0.002130671009177,18.408997519290185,Зима,3 days 05:32:49.307990280,0.008836524300441826,Восточно-Сибирская,3,SYNTHETIC,2025
220.4115860976026,5262.181028267061,2025-01-04 15:42:10.861696020,1,0,0.002130671009177,0.0004261342018354,0.002130671009177,18.408997519290185,Зима,3 days 09:13:14.003156160,0.010309278350515464,Восточно-Сибирская,3,SYNTHETIC,2025
401.52952945079306,5663.7105577178545,2025-01-04 22:23:42.633463080,1,0,0.002130671009177,0.0004261342018354,0.002130671009177,18.408997519290185,Зима,3 days 15:54:45.774923220,0.011782032400589101,Восточно-Сибирская,3,SYNTHETIC,2025
750.0455680827711,6413.756125800625,2025-01-05 10:53:45.367548060,1,0,0.002130671009177,0.0004261342018354,0.002130671009177,18.408997519290185,Зима,4 days 04:24:48.509008200,0.013254786450662739,Восточно-Сибирская,3,SYNTHETIC,2025
253.01984878017086,6666.775974580796,2025-01-05 15:06:46.558474860,1,0,0.002130671009177,0.0004261342018354,0.002130671009177,18.408997519290185,Зима,4 days 08:37:49.699935,0.014727540500736377,Восточно-Сибирская,3,SYNTHETIC,2025
667.4834950615616,7334.2594696423575,2025-01-06 02:14:15.568178520,1,0,0.002130671009177,0.0004261342018354,0.002130671009177,18.408997519290185,Зима,4 days 19:45:18.709638660,0.016200294550810016,Восточно-Сибирская,3,SYNTHETIC,2025
320.8492517535003,7655.108721395858,2025-01-06 07:35:06.523283760,1,0,0.002130671009177,0.0004261342018354,0.002130671009177,18.408997519290185,Зима,5 days 01:06:09.664743900,0.017673048600883652,Восточно-Сибирская,3,SYNTHETIC,2025
340.21868998930734,7995.327411385166,2025-01-06 13:15:19.644683100,1,0,0.002130671009177,0.0004261342018354,0.002130671009177,18.408997519290185,Зима,5 days 06:46:22.786143240,0.01914580265095729,Восточно-Сибирская,3,SYNTHETIC,2025
544.4383945024533,8539.765805887619,2025-01-06 22:19:45.948353280,1,0,0.002130671009177,0.0004261342018354,0.002130671009177,18.408997519290185,Зима,5 days 15:50:49.089813420,0.020618556701030927,Восточно-Сибирская,3,SYNTHETIC,2025
507.7605774477836,9047.526383335402,2025-01-07 06:47:31.583000100,1,0,0.002130671009177,0.0004261342018354,0.002130671009177,18.408997519290185,Зима,6 days 00:18:34.724460240,0.022091310751104567,Восточно-Сибирская,3,SYNTHETIC,2025
627.0022643093797,9674.528647644782,2025-01-07 17:14:31.718858700,1,0,0.002130671009177,0.0004261342018354,0.002130671009177,18.408997519290185,Зима,6 days 10:45:34.860318840,0.023564064801178203,Восточно-Сибирская,3,SYNTHETIC,2025
394.2340055644817,10068.762653209264,2025-01-07 23:48:45.759192540,1,0,0.002130671009177,0.0004261342018354,0.002130671009177,18.408997519290185,Зима,6 days 17:19:48.900652680,0.025036818851251842,Восточно-Сибирская,3,SYNTHETIC,2025
732.2247006146505,10800.987353823914,2025-01-08 12:00:59.241229440,1,0,0.002130671009177,0.0004261342018354,0.002130671009177,18.408997519290185,Зима,7 days 05:32:02.382689580,0.026509572901325478,Восточно-Сибирская,3,SYNTHETIC,2025
370.20260372434996,11171.189957548264,2025-01-08 18:11:11.397452880,1,0,0.002130671009177,0.0004261342018354,0.002130671009177,18.408997519290185,Зима,7 days 11:42:14.538913020,0.027982326951399118,Восточно-Сибирская,3,SYNTHETIC,2025
494.0686812941037,11665.258638842368,2025-01-09 02:25:15.518330519,1,0,0.002130671009177,0.0004261342018354,0.002130671009177,18.408997519290185,Зима,7 days 19:56:18.659790659,0.029455081001472753,Восточно-Сибирская,3,SYNTHETIC,2025
3048.0407854798214,14713.29942432219,2025-01-11 05:13:17.965459320,0,0,0.0004261342018354,0.0004261342018354,0.002130671009177,18.408997519290185,Зима,9 days 22:44:21.106919460,0.030927835051546393,Восточно-Сибирская,3,SYNTHETIC,2025
5428.284953517515,20141.584377839703,2025-01-14 23:41:35.062670400,0,0,0.0004261342018354,0.0004261342018354,0.002130671009177,18.408997519290185,Зима,13 days 17:12:38.204130540,0.03240058910162003,Восточно-Сибирская,3,SYNTHETIC,2025
5814.376513343778,25955.96089118348,2025-01-19 00:35:57.653470980,0,0,0.0004261342018354,0.0004261342018354,0.002130671009177,18.408997519290185,Зима,17 days 18:07:00.794931120,0.033873343151693665,Восточно-Сибирская,3,SYNTHETIC,2025
285.0519139671817,26241.01280515066,2025-01-19 05:21:00.768309060,0,0,0.0004261342018354,0.0004261342018354,0.002130671009177,18.408997519290185,Зима,17 days 22:52:03.909769200,0.035346097201767304,Восточно-Сибирская,3,SYNTHETIC,2025
3667.2606205483094,29908.27342569897,2025-01-21 18:28:16.405541940,0,0,0.0004261342018354,0.0004261342018354,0.002130671009177,18.408997519290185,Зима,20 days 11:59:19.547002080,0.036818851251840944,Восточно-Сибирская,3,SYNTHETIC,2025
6021.892711994816,35930.166137693785,2025-01-25 22:50:09.968261640,0,0,0.0004261342018354,0.0004261342018354,0.002130671009177,18.408997519290185,Зима,24 days 16:21:13.109721780,0.03829160530191458,Восточно-Сибирская,3,SYNTHETIC,2025
2471.3594002629065,38401.52553795669,2025-01-27 16:01:31.532277419,0,0,0.0004261342018354,0.0004261342018354,0.002130671009177,18.408997519290185,Зима,26 days 09:32:34.673737559,0.039764359351988215,Восточно-Сибирская,3,SYNTHETIC,2025
810.2998810328216,39211.82541898951,2025-01-28 05:31:49.525139400,0,0,0.0004261342018354,0.0004261342018354,0.002130671009177,18.408997519290185,Зима,26 days 23:02:52.666599540,0.041237113402061855,Восточно-Сибирская,3,SYNTHETIC,2025
1564.344666221461,40776.17008521097,2025-01-29 07:36:10.205112660,0,0,0.0004261342018354,0.0004261342018354,0.002130671009177,18.408997519290185,Зима,28 days 01:07:13.346572800,0.042709867452135494,Восточно-Сибирская,3,SYNTHETIC,2025
7719.419944611986,48495.59002982295,2025-02-03 16:15:35.401789380,0,0,0.0004261342018354,0.0004261342018354,0.002130671009177,18.408997519290185,Зима,33 days 09:46:38.543249520,0.044182621502209134,Восточно-Сибирская,3,SYNTHETIC,2025
