CATEGORY,№,START_TIME,ROAD,RESPONSIBILITY,FREIGHT,PASSENGER,COMMUTER,REASON,DEPARTMENT,YEAR,FREIGHT_COUNT,FREIGHT_TIMEOUT,PASSENGER_COUNT,PASSENGER_TIMEOUT,COMMUTER_COUNT,COMMUTER_TIMEOUT
2,12647793,2023-01-01 01:29:00,Западно-Сибирская,"З-СИБ, ШЧ-6","2шт (к учету 1) 0,67ч",,,Нарушение монтажа стативов для размещения постовых устройств ЭЦ,CSH,2023,1.0,"0,67ч",,,,
2,12647839,2023-01-01 05:04:00,Красноярская,"КРАС, ШЧ-11 (Э)","1шт 0,33ч",,,Нарушение монтажа шкафов для размещения устройств АБ,CSH,2023,1.0,"0,33ч",,,,
3,12647936,2023-01-01 05:59:00,Свердловская,"СВЕРД, ШЧ-17",,,,Асимметрия тягового тока,CSH,2023,,,,,,
3,12647876,2023-01-01 07:11:00,Северная,"СЕВ, ШЧ-18",,,,Неисправность элементов трансмиттеров аппаратуры рельсовых цепей,CSH,2023,,,,,,
3,12647885,2023-01-01 08:07:00,Южно-Уральская,"Ю-УР, ШЧ-13 (Р)",,,,Заклинивание деталей СП-6М,CSH,2023,,,,,,
3,12647915,2023-01-01 09:18:00,Восточно-Сибирская,"В-СИБ, ШЧ-7 СЛЮДЯНКА",,,,Неисправность приёмной капсулы напольной камеры,CSH,2023,,,,,,
3,12647925,2023-01-01 09:40:00,Красноярская,"КРАС, ШЧ-4 (Э)",,,,Удар посторонним предметом с проходящего поезда,CSH,2023,,,,,,
3,12647948,2023-01-01 11:27:00,Свердловская,"СВЕРД, ИЧ ЕГОРШИНСКАЯ Ш",,,,"Повышенное переходное сопротивление между элементами (штепсель-рельс, провод (трос)-штепсель, провод (трос)-наконечник)",CSH,2023,,,,,,
3,12647957,2023-01-01 11:55:00,Московская,"МОСК, ШЧ-34",,,,"Повышенное переходное сопротивление между элементами (штепсель-рельс, провод (трос)-штепсель, провод (трос)-наконечник)",CSH,2023,,,,,,
2,12647969,2023-01-01 12:22:00,Западно-Сибирская,"З-СИБ, ШЧ-2","4шт (к учету 3) 1,43ч","1шт 0,23ч",,Неисправность элементов дешифраторной ячейки аппаратуры АБ,CSH,2023,3.0,"1,43ч",1.0,"0,23ч",,
3,12648027,2023-01-01 14:18:00,Западно-Сибирская,"З-СИБ, ШЧ-14",,,,"Повышенное переходное сопротивление между элементами (штепсель-рельс, провод (трос)-штепсель, провод (трос)-наконечник)",CSH,2023,,,,,,
3,12648021,2023-01-01 14:25:00,Свердловская,"СВЕРД, ШЧ-16",,,,Нарушение контакта в монтаже в путевых ящиках для размещения аппаратуры рельсовых цепей,CSH,2023,,,,,,
3,12648064,2023-01-01 15:20:00,Октябрьская,"ОКТ, ШЧ-14 (Р)",,,,Нарушение электрических характеристик реле аппаратуры рельсовых цепей,CSH,2023,,,,,,
2,12648139,2023-01-01 17:36:00,Московская,"МОСК, ШЧ-32",,"1шт 0,1ч","1шт 0,13ч",Обрыв жил сигнально-блокировочного металлического кабеля рельсовых цепей,CSH,2023,,,1.0,"0,1ч",1.0,"0,13ч"
2,12648132,2023-01-01 18:05:00,Октябрьская,"ОКТ, ШЧ-21","7шт 3,4ч","1шт 0,3ч","1шт 0,4ч",Неисправность элементов трансформаторов аппаратуры рельсовых цепей,CSH,2023,7.0,"3,4ч",1.0,"0,3ч",1.0,"0,4ч"
1,12648164,2023-01-01 19:38:00,Дальневосточная,"Д-ВОСТ, ШЧ-4 ДВОСТ","25шт (к учету 23) 10,37ч",,,Короткое замыкание секций СП-6,CSH,2023,23.0,"10,37ч",,,,
2,12648174,2023-01-01 20:08:00,Горьковская,"ГОРЬК, ШЧ-3","1шт 0,6ч","1шт 0,13ч","1шт 0,13ч",Нарушение временных характеристик реле аппаратуры АБ,CSH,2023,1.0,"0,6ч",1.0,"0,13ч",1.0,"0,13ч"
3,12648390,2023-01-01 20:56:00,Свердловская,"СВЕРД, ШЧ-16",,,,Обрыв соединителей,CSH,2023,,,,,,
2,12648213,2023-01-01 23:15:00,Московская,"МОСК, ШЧ-14",,,"9шт 3,02ч",Неисправность элементов панелей питания постовых устройств ЭЦ,CSH,2023,,,,,9.0,"3,02ч"
3,12648267,2023-01-02 01:30:00,Свердловская,"СВЕРД, ИЧ ЕГОРШИНСКАЯ Ш",,,,Перегорание лампы линзового светофора,CSH,2023,,,,,,
3,12650259,2023-01-02 02:00:00,Восточно-Сибирская,"В-СИБ, ШЧ-2 НИЖНЕУДИНСК",,,,Перегорание лампы линзового светофора,CSH,2023,,,,,,
2,12648317,2023-01-02 03:21:00,Московская,"МОСК, ШЧ-4",,,"1шт 0,12ч",Нарушение изоляции путевого ящика оборудования для размещения аппаратуры рельсовых цепей,CSH,2023,,,,,1.0,"0,12ч"
2,12648433,2023-01-02 05:26:00,Забайкальская,"ЗАБ, ШЧ-15 (Р)","1шт 0,82ч",,,Эрозия элементов реле аппаратуры АБ,CSH,2023,1.0,"0,82ч",,,,
2,12648394,2023-01-02 06:03:00,Восточно-Сибирская,"В-СИБ, ШЧ-11 КОРШУНИХА-АНГАРСКАЯ","1шт 0,48ч",,,Нарушение монтажа шкафов для размещения устройств АБ,CSH,2023,1.0,"0,48ч",,,,
2,12648398,2023-01-02 06:15:00,Октябрьская,"ОКТ, ШЧ-21","1шт 0,53ч",,,Неисправность оборудования для размещения аппаратуры рельсовых цепей,CSH,2023,1.0,"0,53ч",,,,
3,12648419,2023-01-02 06:59:00,Московская,"МОСК, ИЧ-2 ЛЬГОВСКАЯ Ш",,,,Нарушение монтажа стативов для размещения постовых устройств ЭЦ,CSH,2023,,,,,,
3,12648659,2023-01-02 07:18:00,Восточно-Сибирская,"В-СИБ, ШЧ-13 СЕВЕРОБАЙКАЛЬСК",,,,Пережог тяговым током тиристорных устройств защиты рельсовых цепей,CSH,2023,,,,,,
1,12648593,2023-01-02 10:56:00,Московская,"МОСК, ШЧ-5","2шт 1,95ч",,"1шт 0,12ч",Разрегулировка контактов автопереключателя СП-6М,CSH,2023,2.0,"1,95ч",,,1.0,"0,12ч"
2,12648582,2023-01-02 12:16:00,Приволжская,"ПРИВ, ШЧ-6 (Э)",,"1шт 0,15ч",,"Обрыв в электрических цепях элементов релейных блоков ЭЦ, ГАЦ, АБ, ПАБ аппаратуры светофоров, указателей и полос",CSH,2023,,,1.0,"0,15ч",,
3,12648594,2023-01-02 12:21:00,Московская,"МОСК, ШЧ-17",,,,"Неисправность элементов трансформаторов аппаратуры светофоров, указателей и полос",CSH,2023,,,,,,
1,12648625,2023-01-02 12:44:00,Дальневосточная,"Д-ВОСТ, ШЧ-14 ДВОСТ","6шт (к учету 5) 5,8ч",,,Обрыв внешнего монтажа аппаратуры защиты рельсовых цепей,CSH,2023,5.0,"5,8ч",,,,
2,12648778,2023-01-02 15:30:00,Дальневосточная,"Д-ВОСТ, ШЧ-6 ДВОСТ","1шт 0,3ч","2шт (к учету 1) 0,25ч",,Повышенное переходное сопротивление между элементами ,CSH,2023,1.0,"0,3ч",1.0,"0,25ч",,
2,12648731,2023-01-02 15:45:00,Горьковская,"ГОРЬК, ШЧ-5 (Э)","1шт 0,63ч",,,Нарушение контакта во внутреннем монтаже СП-6,CSH,2023,1.0,"0,63ч",,,,
3,12649528,2023-01-02 18:52:00,Восточно-Сибирская,"В-СИБ, ШЧ-13 СЕВЕРОБАЙКАЛЬСК",,,,Некачественная пайка монтажа светодиодного светофора,CSH,2023,,,,,,
2,12648796,2023-01-02 19:09:00,Горьковская,"ГОРЬК, ШЧ-10",9шт (к учету 7) 3ч,"2шт 0,22ч",,Другие неисправности тиристорных устройств защиты рельсовых цепей,CSH,2023,7.0,,2.0,"0,22ч",,
3,12648818,2023-01-02 19:20:00,Октябрьская,"ОКТ, ИЧ-1 Ш",,,,Перегорание лампы линзового светофора устройств ПАБ,CSH,2023,,,,,,
3,12648845,2023-01-02 21:30:00,Юго-Восточная,"Ю-ВОСТ, ШЧ-9",,,,Короткое замыкание монтажа путевого ящика для размещения аппаратуры рельсовых цепей,CSH,2023,,,,,,
3,12648872,2023-01-02 22:59:00,Московская,"МОСК, ИЧ МОСКВА Ш",,,,Неисправность элементов генератора аппаратуры рельсовых цепей,CSH,2023,,,,,,
1,12648888,2023-01-03 00:10:00,Свердловская,"СВЕРД, ШЧ-18","11шт (к учету 8) 10,18ч","2шт (к учету 1) 0,25ч",,Нарушение контакта в монтаже в путевых ящиках для размещения аппаратуры рельсовых цепей,CSH,2023,8.0,"10,18ч",1.0,"0,25ч",,
2,12648907,2023-01-03 01:01:00,Октябрьская,"ОКТ, ШЧ-7 (Р)","3шт 1,18ч",,,Износ элементов дешифратора аппаратуры АБ,CSH,2023,3.0,"1,18ч",,,,
2,12648908,2023-01-03 01:03:00,Октябрьская,"ОКТ, ШЧ-2 (Р)","3шт 2,8ч","3шт 0,67ч",,Излом элементов трансмиттеров аппаратуры рельсовых цепей,CSH,2023,3.0,"2,8ч",3.0,"0,67ч",,
3,12650463,2023-01-03 02:34:00,Приволжская,"ПРИВ, ШЧ-8",,,,Неисправность светодиодного модуля светофора,CSH,2023,,,,,,
