CATEGORY,START_TIME,ROAD,DEPARTMENT,YEAR,DELTA_TIME,DELTA_MINUTES,TIME_DIFF,INDEX,SEASON,MONTH,LAMBDA_MONTH
2,2025-01-03 01:11:46.400437860,Приволжская,SYNTHETIC,2025,0 days 00:00:00,2951.7733406311063,2951.7733406311063,0.0,Зима,1,3.0005035567311644
2,2025-01-11 23:03:25.141897080,Приволжская,SYNTHETIC,2025,8 days 21:51:38.741459220,15783.419031617515,12831.645690986408,0.012345679012345678,Зима,1,3.0005035567311644
2,2025-01-20 18:59:12.174686280,Приволжская,SYNTHETIC,2025,17 days 17:47:25.774248420,28499.20291143767,12715.783879820154,0.024691358024691357,Зима,1,3.0005035567311644
2,2025-03-08 20:37:11.334728580,Приволжская,SYNTHETIC,2025,64 days 19:25:24.934290720,51637.18891214258,51637.18891214258,0.037037037037037035,Зима,2,3.0005035567311644
2,2025-03-20 04:58:03.729939600,Приволжская,SYNTHETIC,2025,76 days 03:46:17.329501740,67978.06216566046,16340.873253517893,0.04938271604938271,Зима,2,3.0005035567311644
2,2025-03-22 21:41:08.062979520,Приволжская,SYNTHETIC,2025,78 days 20:29:21.662541660,71861.13438299201,3883.0722173315435,0.06172839506172839,Зима,2,3.0005035567311644
2,2025-06-07 21:42:37.949470500,Приволжская,SYNTHETIC,2025,155 days 20:30:51.549032640,9942.632491175063,9942.632491175063,0.07407407407407407,Лето,6,11.845816358508303
2,2025-06-11 20:02:28.391590620,Приволжская,SYNTHETIC,2025,159 days 18:50:41.991152760,15602.473193177242,5659.840702002179,0.08641975308641975,Лето,6,11.845816358508303
2,2025-06-13 00:24:01.717932720,Приволжская,SYNTHETIC,2025,160 days 23:12:15.317494860,17304.028632212263,1701.55543903502,0.09876543209876543,Лето,6,11.845816358508303
2,2025-06-16 04:39:32.541051240,Приволжская,SYNTHETIC,2025,164 days 03:27:46.140613380,21879.54235085353,4575.513718641268,0.1111111111111111,Лето,6,11.845816358508303
2,2025-06-17 05:24:49.898552280,Приволжская,SYNTHETIC,2025,165 days 04:13:03.498114420,23364.831642538316,1485.289291684786,0.12345679012345678,Лето,6,11.845816358508303
2,2025-06-18 20:14:47.211003540,Приволжская,SYNTHETIC,2025,166 days 19:03:00.810565680,25694.786850058925,2329.955207520607,0.13580246913580246,Лето,6,11.845816358508303
2,2025-06-22 19:11:57.869966340,Приволжская,SYNTHETIC,2025,170 days 18:00:11.469528480,31391.964499439087,5697.1776493801635,0.14814814814814814,Лето,6,11.845816358508303
2,2025-06-23 16:41:04.174431600,Приволжская,SYNTHETIC,2025,171 days 15:29:17.773993740,32681.069573859837,1289.1050744207491,0.16049382716049382,Лето,6,11.845816358508303
2,2025-06-25 16:21:11.761573140,Приволжская,SYNTHETIC,2025,173 days 15:09:25.361135280,35541.196026218546,2860.1264523587115,0.1728395061728395,Лето,6,11.845816358508303
2,2025-06-28 10:53:27.566767800,Приволжская,SYNTHETIC,2025,176 days 09:41:41.166329940,39533.45944612991,3992.263419911367,0.18518518518518517,Лето,6,11.845816358508303
2,2025-06-28 14:40:20.492361480,Приволжская,SYNTHETIC,2025,176 days 13:28:34.091923620,39760.341539358276,226.8820932283603,0.19753086419753085,Лето,6,11.845816358508303
2,2025-06-28 23:48:35.069344380,Приволжская,SYNTHETIC,2025,176 days 22:36:48.668906520,40308.58448907343,548.2429497151568,0.20987654320987653,Лето,6,11.845816358508303
2,2025-07-01 14:17:52.002170700,Приволжская,SYNTHETIC,2025,179 days 13:06:05.601732840,857.8667028448178,857.8667028448178,0.2222222222222222,Лето,7,11.845816358508303
2,2025-07-02 04:49:45.223504680,Приволжская,SYNTHETIC,2025,180 days 03:37:58.823066820,1729.7537250776586,871.8870222328409,0.2345679012345679,Лето,7,11.845816358508303
2,2025-07-04 10:17:45.140534760,Приволжская,SYNTHETIC,2025,182 days 09:05:58.740096900,4937.7523422461345,3207.998617168476,0.24691358024691357,Лето,7,11.845816358508303
2,2025-07-05 02:58:56.042070180,Приволжская,SYNTHETIC,2025,183 days 01:47:09.641632320,5938.934034503376,1001.181692257242,0.25925925925925924,Лето,7,11.845816358508303
2,2025-07-05 05:55:56.975086380,Приволжская,SYNTHETIC,2025,183 days 04:44:10.574648520,6115.949584773251,177.01555026987572,0.2716049382716049,Лето,7,11.845816358508303
2,2025-07-06 23:01:02.859652260,Приволжская,SYNTHETIC,2025,184 days 21:49:16.459214400,8581.04766087079,2465.0980760975394,0.2839506172839506,Лето,7,11.845816358508303
2,2025-07-07 19:44:55.663532280,Приволжская,SYNTHETIC,2025,185 days 18:33:09.263094420,9824.927725538193,1243.8800646674028,0.2962962962962963,Лето,7,11.845816358508303
2,2025-07-08 21:04:22.747529700,Приволжская,SYNTHETIC,2025,186 days 19:52:36.347091840,11344.37912549546,1519.4513999572673,0.30864197530864196,Лето,7,11.845816358508303
2,2025-07-10 18:18:08.383977599,Приволжская,SYNTHETIC,2025,188 days 17:06:21.983539739,14058.139732959738,2713.7606074642795,0.32098765432098764,Лето,7,11.845816358508303
2,2025-07-10 19:20:08.700868860,Приволжская,SYNTHETIC,2025,188 days 18:08:22.300431,14120.145014481175,62.00528152143673,0.3333333333333333,Лето,7,11.845816358508303
2,2025-07-11 21:44:38.190857400,Приволжская,SYNTHETIC,2025,189 days 20:32:51.790419540,15704.63651429035,1584.4914998091758,0.345679012345679,Лето,7,11.845816358508303
2,2025-07-15 02:41:45.131294280,Приволжская,SYNTHETIC,2025,193 days 01:29:58.730856420,20321.752188237908,4617.115673947556,0.35802469135802467,Лето,7,11.845816358508303
2,2025-08-01 21:30:06.021883800,Приволжская,SYNTHETIC,2025,210 days 20:18:19.621445940,1290.1003647304258,1290.1003647304258,0.37037037037037035,Лето,8,11.845816358508303
2,2025-08-01 22:57:03.946352400,Приволжская,SYNTHETIC,2025,210 days 21:45:17.545914540,1377.0657725402534,86.96540780982767,0.38271604938271603,Лето,8,11.845816358508303
2,2025-08-01 23:23:45.658093440,Приволжская,SYNTHETIC,2025,210 days 22:11:59.257655580,1403.7609682244383,26.69519568418488,0.3950617283950617,Лето,8,11.845816358508303
2,2025-08-02 11:47:04.216896360,Приволжская,SYNTHETIC,2025,211 days 10:35:17.816458500,2147.0702816064204,743.3093133819822,0.4074074074074074,Лето,8,11.845816358508303
2,2025-08-04 15:18:40.261665060,Приволжская,SYNTHETIC,2025,213 days 14:06:53.861227200,5238.671027751205,3091.600746144785,0.41975308641975306,Лето,8,11.845816358508303
2,2025-08-04 22:09:28.251700440,Приволжская,SYNTHETIC,2025,213 days 20:57:41.851262580,5649.470861673789,410.79983392258407,0.43209876543209874,Лето,8,11.845816358508303
2,2025-08-05 22:08:29.053779720,Приволжская,SYNTHETIC,2025,214 days 20:56:42.653341860,7088.484229661877,1439.0133679880882,0.4444444444444444,Лето,8,11.845816358508303
2,2025-08-06 05:57:41.374972020,Приволжская,SYNTHETIC,2025,215 days 04:45:54.974534160,7557.689582867333,469.2053532054559,0.4567901234567901,Лето,8,11.845816358508303
2,2025-08-17 00:27:54.794153940,Приволжская,SYNTHETIC,2025,225 days 23:16:08.393716080,23067.91323589861,15510.223653031277,0.4691358024691358,Лето,8,11.845816358508303
2,2025-08-18 08:43:46.475290680,Приволжская,SYNTHETIC,2025,227 days 07:32:00.074852820,25003.774588178214,1935.861352279605,0.48148148148148145,Лето,8,11.845816358508303
2,2025-08-18 11:15:02.669047260,Приволжская,SYNTHETIC,2025,227 days 10:03:16.268609400,25155.044484120677,151.269895942464,0.49382716049382713,Лето,8,11.845816358508303
2,2025-08-22 19:39:38.940929520,Приволжская,SYNTHETIC,2025,231 days 18:27:52.540491660,31419.649015492047,6264.604531371369,0.5061728395061729,Лето,8,11.845816358508303
2,2025-09-05 06:59:32.792532960,Приволжская,SYNTHETIC,2025,245 days 05:47:46.392095100,6179.546542215503,6179.546542215503,0.5185185185185185,Осень,9,12.40331025164668
2,2025-09-06 04:28:55.732607940,Приволжская,SYNTHETIC,2025,246 days 03:17:09.332170080,7468.928876798815,1289.382334583312,0.5308641975308642,Осень,9,12.40331025164668
2,2025-09-08 14:30:08.005861140,Приволжская,SYNTHETIC,2025,248 days 13:18:21.605423280,10950.133431018845,3481.2045542200303,0.5432098765432098,Осень,9,12.40331025164668
2,2025-09-09 15:22:57.968084040,Приволжская,SYNTHETIC,2025,249 days 14:11:11.567646180,12442.966134734115,1492.8327037152696,0.5555555555555556,Осень,9,12.40331025164668
2,2025-09-10 13:57:47.386598460,Приволжская,SYNTHETIC,2025,250 days 12:46:00.986160600,13797.78977664149,1354.8236419073755,0.5679012345679012,Осень,9,12.40331025164668
2,2025-09-11 14:14:34.614136740,Приволжская,SYNTHETIC,2025,251 days 13:02:48.213698880,15254.576902278859,1456.78712563737,0.5802469135802469,Осень,9,12.40331025164668
2,2025-09-13 14:10:57.112206540,Приволжская,SYNTHETIC,2025,253 days 12:59:10.711768680,18130.951870109264,2876.3749678304034,0.5925925925925926,Осень,9,12.40331025164668
2,2025-09-15 02:33:29.123830140,Приволжская,SYNTHETIC,2025,255 days 01:21:42.723392280,20313.485397169145,2182.533527059882,0.6049382716049383,Осень,9,12.40331025164668
2,2025-09-22 16:08:09.949464840,Приволжская,SYNTHETIC,2025,262 days 14:56:23.549026980,31208.165824414034,10894.68042724489,0.6172839506172839,Осень,9,12.40331025164668
2,2025-09-29 06:11:30.516494339,Приволжская,SYNTHETIC,2025,269 days 04:59:44.116056479,40691.50860823895,9483.34278382492,0.6296296296296297,Осень,9,12.40331025164668
2,2025-09-29 23:49:59.132350920,Приволжская,SYNTHETIC,2025,269 days 22:38:12.731913060,41749.98553918182,1058.4769309428682,0.6419753086419753,Осень,9,12.40331025164668
2,2025-10-01 03:22:35.684268660,Приволжская,SYNTHETIC,2025,271 days 02:10:49.283830800,202.59473781054146,202.59473781054146,0.654320987654321,Осень,10,12.40331025164668
2,2025-10-02 04:13:27.089584980,Приволжская,SYNTHETIC,2025,272 days 03:01:40.689147120,44893.45149308316,3143.46595390134,0.6666666666666666,Осень,9,12.40331025164668
2,2025-10-03 15:05:14.526724620,Приволжская,SYNTHETIC,2025,273 days 13:53:28.126286760,3785.242112076653,3582.6473742661115,0.6790123456790124,Осень,10,12.40331025164668
2,2025-10-03 21:41:32.724750660,Приволжская,SYNTHETIC,2025,273 days 20:29:46.324312800,4181.545412511079,396.3033004344262,0.691358024691358,Осень,10,12.40331025164668
2,2025-10-05 22:54:58.742276940,Приволжская,SYNTHETIC,2025,275 days 21:43:12.341839080,7134.979037949199,2953.43362543812,0.7037037037037037,Осень,10,12.40331025164668
2,2025-10-06 10:52:57.178420440,Приволжская,SYNTHETIC,2025,276 days 09:41:10.777982580,7852.952973674126,717.9739357249272,0.7160493827160493,Осень,10,12.40331025164668
2,2025-10-11 08:42:48.453874020,Приволжская,SYNTHETIC,2025,281 days 07:31:02.053436160,14922.807564566756,7069.854590892629,0.7283950617283951,Осень,10,12.40331025164668
2,2025-10-12 10:27:43.192427100,Приволжская,SYNTHETIC,2025,282 days 09:15:56.791989240,16467.719873785285,1544.912309218528,0.7407407407407407,Осень,10,12.40331025164668
2,2025-10-18 18:26:38.206471980,Приволжская,SYNTHETIC,2025,288 days 17:14:51.806034120,25586.636774533465,9118.91690074818,0.7530864197530864,Осень,10,12.40331025164668
2,2025-10-18 22:05:28.673820300,Приволжская,SYNTHETIC,2025,288 days 20:53:42.273382440,25805.477897005374,218.84112247190924,0.7654320987654321,Осень,10,12.40331025164668
2,2025-10-23 05:57:27.863365500,Приволжская,SYNTHETIC,2025,293 days 04:45:41.462927640,32037.464389424742,6231.98649241937,0.7777777777777778,Осень,10,12.40331025164668
