CATEGORY,START_TIME,ROAD,DEPARTMENT,YEAR,DELTA_TIME,DELTA_MINUTES,TIME_DIFF,INDEX,SEASON,MONTH,LAMBDA_MONTH
3,2025-01-03 04:56:00.528296159,Октябрьская,SYNTHETIC,2025,0 days 00:00:00,3176.0088049357423,3176.0088049357423,0.0,Зима,1,27.892944483806826
3,2025-01-03 07:21:01.052727540,Октябрьская,SYNTHETIC,2025,0 days 02:25:00.524431381,3321.017545458703,145.0087405229607,0.0010384215991692627,Зима,1,27.892944483806826
3,2025-01-04 06:35:54.402339240,Октябрьская,SYNTHETIC,2025,1 days 01:39:53.874043081,4715.906705654141,1394.889160195438,0.0020768431983385254,Зима,1,27.892944483806826
3,2025-01-04 14:33:45.813309480,Октябрьская,SYNTHETIC,2025,1 days 09:37:45.285013321,5193.763555157701,477.85684950356085,0.003115264797507788,Зима,1,27.892944483806826
3,2025-01-05 07:32:00.455380740,Октябрьская,SYNTHETIC,2025,2 days 02:35:59.927084581,6212.007589679464,1018.2440345217624,0.004153686396677051,Зима,1,27.892944483806826
3,2025-01-05 15:09:35.853202200,Октябрьская,SYNTHETIC,2025,2 days 10:13:35.324906041,6669.597553370422,457.58996369095826,0.005192107995846314,Зима,1,27.892944483806826
3,2025-01-06 17:31:36.744258900,Октябрьская,SYNTHETIC,2025,3 days 12:35:36.215962741,8251.612404315483,1582.0148509450614,0.006230529595015576,Зима,1,27.892944483806826
3,2025-01-08 04:15:23.095207080,Октябрьская,SYNTHETIC,2025,4 days 23:19:22.566910921,10335.384920118475,2083.772515802991,0.007268951194184839,Зима,1,27.892944483806826
3,2025-01-08 11:58:33.318877259,Октябрьская,SYNTHETIC,2025,5 days 07:02:32.790581100,10798.555314620584,463.17039450210945,0.008307372793354102,Зима,1,27.892944483806826
3,2025-01-09 10:21:32.207401800,Октябрьская,SYNTHETIC,2025,6 days 05:25:31.679105641,12141.536790029979,1342.981475409395,0.009345794392523364,Зима,1,27.892944483806826
3,2025-01-11 14:40:10.450296180,Октябрьская,SYNTHETIC,2025,8 days 09:44:09.922000021,15280.174171603276,3138.637381573297,0.010384215991692628,Зима,1,27.892944483806826
3,2025-01-11 19:34:08.747249460,Октябрьская,SYNTHETIC,2025,8 days 14:38:08.218953301,15574.145787491043,293.9716158877672,0.01142263759086189,Зима,1,27.892944483806826
3,2025-01-12 22:46:52.184161680,Октябрьская,SYNTHETIC,2025,9 days 17:50:51.655865521,17206.869736028293,1632.7239485372493,0.012461059190031152,Зима,1,27.892944483806826
3,2025-01-12 23:00:38.211017880,Октябрьская,SYNTHETIC,2025,9 days 18:04:37.682721721,17220.63685029813,13.767114269837391,0.013499480789200415,Зима,1,27.892944483806826
