CATEGORY,START_TIME,ROAD,DEPARTMENT,YEAR,DELTA_TIME,DELTA_MINUTES,TIME_DIFF,INDEX,SEASON,MONTH,LAMBDA_MONTH
3,2025-01-22 20:56:30.774688560,Северная,SYNTHETIC,2025,0 days 00:00:00,31496.512911475784,31496.512911475784,0.0,Зима,1,3.987707645029404
3,2025-01-25 02:45:28.156122900,Северная,SYNTHETIC,2025,2 days 05:48:57.381434340,34725.469268715024,3228.956357239239,0.005847953216374269,Зима,1,3.987707645029404
3,2025-02-02 21:59:14.237754480,Северная,SYNTHETIC,2025,11 days 01:02:43.463065920,47399.237295908,12673.768027192978,0.011695906432748537,Зима,1,3.987707645029404
3,2025-02-03 19:37:15.354632520,Северная,SYNTHETIC,2025,11 days 22:40:44.579943960,4057.2559105417763,4057.2559105417763,0.017543859649122806,Зима,2,3.987707645029404
3,2025-02-06 08:04:38.922799860,Северная,SYNTHETIC,2025,14 days 11:08:08.148111300,52324.648713331364,4925.411417423359,0.023391812865497075,Зима,1,3.987707645029404
3,2025-02-14 05:33:48.035583180,Северная,SYNTHETIC,2025,22 days 08:37:17.260894620,19053.800593052558,14996.544682510781,0.029239766081871343,Зима,2,3.987707645029404
3,2025-02-27 19:51:26.942409780,Северная,SYNTHETIC,2025,35 days 22:54:56.167721220,38631.44904016264,19577.648447110078,0.03508771929824561,Зима,2,3.987707645029404
3,2025-03-03 03:33:43.740598200,Северная,SYNTHETIC,2025,39 days 06:37:12.965909640,3093.7290099701713,3093.7290099701713,0.04093567251461988,Весна,3,18.27782885690341
3,2025-03-07 00:36:34.764848640,Северная,SYNTHETIC,2025,43 days 03:40:03.990160080,48996.57941414427,10365.130373981627,0.04678362573099415,Зима,2,3.987707645029404
3,2025-03-10 08:29:50.252337660,Северная,SYNTHETIC,2025,46 days 11:33:19.477649100,13469.837538961347,10376.108528991175,0.05263157894736842,Весна,3,18.27782885690341
3,2025-03-10 10:22:42.808338480,Северная,SYNTHETIC,2025,46 days 13:26:12.033649920,13582.713472308202,112.87593334685604,0.05847953216374269,Весна,3,18.27782885690341
3,2025-03-11 08:14:14.609491380,Северная,SYNTHETIC,2025,47 days 11:17:43.834802820,14894.243491522646,1311.530019214444,0.06432748538011696,Весна,3,18.27782885690341
3,2025-03-14 16:51:31.125972180,Северная,SYNTHETIC,2025,50 days 19:55:00.351283620,19731.518766203193,4837.275274680547,0.07017543859649122,Весна,3,18.27782885690341
3,2025-03-15 07:12:52.814157600,Северная,SYNTHETIC,2025,51 days 10:16:22.039469040,20592.880235960394,861.3614697572,0.07602339181286549,Весна,3,18.27782885690341
3,2025-03-18 14:56:11.374193760,Северная,SYNTHETIC,2025,54 days 17:59:40.599505200,25376.189569895956,4783.309333935561,0.08187134502923976,Весна,3,18.27782885690341
3,2025-03-21 19:45:11.331463740,Северная,SYNTHETIC,2025,57 days 22:48:40.556775180,29985.188857729496,4608.999287833539,0.08771929824561403,Весна,3,18.27782885690341
3,2025-03-26 10:06:51.909505680,Северная,SYNTHETIC,2025,62 days 13:10:21.134817120,36606.86515842831,6621.676300698813,0.0935672514619883,Весна,3,18.27782885690341
3,2025-03-26 11:19:49.659474360,Северная,SYNTHETIC,2025,62 days 14:23:18.884785800,36679.82765790579,72.96249947748585,0.09941520467836257,Весна,3,18.27782885690341
3,2025-03-27 14:55:17.935772400,Северная,SYNTHETIC,2025,63 days 17:58:47.161083840,38335.298929539975,1655.4712716341803,0.10526315789473684,Весна,3,18.27782885690341
3,2025-03-27 17:04:50.699152380,Северная,SYNTHETIC,2025,63 days 20:08:19.924463820,38464.84498587277,129.54605633279436,0.1111111111111111,Весна,3,18.27782885690341
3,2025-03-31 23:40:29.556414360,Северная,SYNTHETIC,2025,68 days 02:43:58.781725800,44620.49260690578,6155.647621033007,0.11695906432748537,Весна,3,18.27782885690341
3,2025-04-01 06:20:13.890809940,Северная,SYNTHETIC,2025,68 days 09:23:43.116121380,45020.23151349947,399.7389065936974,0.12280701754385964,Весна,3,18.27782885690341
3,2025-04-01 19:58:29.024407560,Северная,SYNTHETIC,2025,68 days 23:01:58.249719,1198.4837401255384,1198.4837401255384,0.1286549707602339,Весна,4,18.27782885690341
3,2025-04-01 22:13:42.138055560,Северная,SYNTHETIC,2025,69 days 01:17:11.363367,45973.70230092622,953.4707874267469,0.13450292397660818,Весна,3,18.27782885690341
3,2025-04-02 13:36:27.236879400,Северная,SYNTHETIC,2025,69 days 16:39:56.462190840,2256.453947989825,1057.9702078642867,0.14035087719298245,Весна,4,18.27782885690341
3,2025-04-03 23:05:01.897809420,Северная,SYNTHETIC,2025,71 days 02:08:31.123120860,4265.031630156751,2008.5776821669256,0.14619883040935672,Весна,4,18.27782885690341
3,2025-04-03 23:32:03.799491600,Северная,SYNTHETIC,2025,71 days 02:35:33.024803040,48932.063324860115,2958.3610239338946,0.15204678362573099,Весна,3,18.27782885690341
3,2025-04-05 04:47:04.277897880,Северная,SYNTHETIC,2025,72 days 07:50:33.503209320,6047.071298298228,1782.0396681414768,0.15789473684210525,Весна,4,18.27782885690341
3,2025-04-05 20:15:32.784628019,Северная,SYNTHETIC,2025,72 days 23:19:02.009939459,51615.54641046697,2683.4830856068606,0.16374269005847952,Весна,3,18.27782885690341
3,2025-04-06 01:07:44.725500960,Северная,SYNTHETIC,2025,73 days 04:11:13.950812400,51907.74542501637,292.19901454940134,0.1695906432748538,Весна,3,18.27782885690341
3,2025-04-06 07:44:00.708691320,Северная,SYNTHETIC,2025,73 days 10:47:29.934002760,7664.011811521597,1616.9405132233694,0.17543859649122806,Весна,4,18.27782885690341
3,2025-04-06 12:54:58.781007540,Северная,SYNTHETIC,2025,73 days 15:58:28.006318980,7974.979683458833,310.96787193723577,0.18128654970760233,Весна,4,18.27782885690341
3,2025-04-08 13:58:53.504354160,Северная,SYNTHETIC,2025,75 days 17:02:22.729665600,10918.891739235973,2943.9120557771403,0.1871345029239766,Весна,4,18.27782885690341
3,2025-04-08 15:03:19.489697640,Северная,SYNTHETIC,2025,75 days 18:06:48.715009080,10983.32482829394,64.43308905796766,0.19298245614035087,Весна,4,18.27782885690341
