TIME_DIFF,DELTA_MINUTES,START_TIME,SPIKE_FLAG,TRANSITION_FLAG,LAMBDA_DYNAMIC,LAMBDA0,LAMBDA1,LAMBDA_MONTH,SEASON,DELTA_TIME,INDEX,ROAD,CATEGORY,DEPARTMENT,YEAR,CUSUM_ALARM
1086.8111059616556,1086.8111059616556,2025-01-01 18:06:48.666357720,0,0,0.0003139388865634,0.0003139388865634,0.0009418166596902,13.562159899539555,Зима,0 days 00:00:00,0.0,Октябрьская,2,SYNTHETIC,2025,0
13491.921044842342,14578.732150803997,2025-01-11 02:58:43.929048240,0,0,0.0003139388865634,0.0003139388865634,0.0009418166596902,13.562159899539555,Зима,9 days 08:51:55.262690520,0.0019960079840319,Октябрьская,2,SYNTHETIC,2025,0
2337.7079098898325,16916.44006069383,2025-01-12 17:56:26.403641640,0,0,0.0003139388865634,0.0003139388865634,0.0009418166596902,13.562159899539555,Зима,10 days 23:49:37.737283920,0.0039920159680638,Октябрьская,2,SYNTHETIC,2025,0
972.9378098208222,17889.37787051465,2025-01-13 10:09:22.672230900,0,1,0.0004893351515765,0.0003139388865634,0.0009418166596902,13.562159899539555,Зима,11 days 16:02:34.005873180,0.0059880239520958,Октябрьская,2,SYNTHETIC,2025,0
41.37043522587253,17930.748305740522,2025-01-13 10:50:44.898344460,0,1,0.0007694412586776,0.0003139388865634,0.0009418166596902,13.562159899539555,Зима,11 days 16:43:56.231986740,0.0079840319361277,Октябрьская,2,SYNTHETIC,2025,0
746.9449666558207,18677.693272396344,2025-01-13 23:17:41.596343760,0,1,0.0008271719018545,0.0003139388865634,0.0009418166596902,13.562159899539555,Зима,12 days 05:10:52.929986040,0.0099800399201596,Октябрьская,2,SYNTHETIC,2025,0
3214.9443813630714,21892.63765375941,2025-01-16 04:52:38.259225540,0,1,0.000841467279493,0.0003139388865634,0.0009418166596902,13.562159899539555,Зима,14 days 10:45:49.592867820,0.0119760479041916,Октябрьская,2,SYNTHETIC,2025,0
945.9232914544356,22838.56094521385,2025-01-16 20:38:33.656712840,1,0,0.0009418166596902,0.0003139388865634,0.0009418166596902,13.562159899539555,Зима,15 days 02:31:44.990355120,0.0139720558882235,Октябрьская,2,SYNTHETIC,2025,0
421.3752036170037,23259.936148830857,2025-01-17 03:39:56.168929860,1,0,0.0009418166596902,0.0003139388865634,0.0009418166596902,13.562159899539555,Зима,15 days 09:33:07.502572140,0.0159680638722554,Октябрьская,2,SYNTHETIC,2025,0
1091.0259233444422,24350.962072175294,2025-01-17 21:50:57.724330500,1,0,0.0009418166596902,0.0003139388865634,0.0009418166596902,13.562159899539555,Зима,16 days 03:44:09.057972780,0.0179640718562874,Октябрьская,2,SYNTHETIC,2025,0
235.82910352083235,24586.79117569613,2025-01-18 01:46:47.470541760,1,0,0.0009418166596902,0.0003139388865634,0.0009418166596902,13.562159899539555,Зима,16 days 07:39:58.804184040,0.0199600798403193,Октябрьская,2,SYNTHETIC,2025,0
104.2016283295288,24690.992804025656,2025-01-18 03:30:59.568241560,1,0,0.0009418166596902,0.0003139388865634,0.0009418166596902,13.562159899539555,Зима,16 days 09:24:10.901883840,0.0219560878243512,Октябрьская,2,SYNTHETIC,2025,0
78.07398441600517,24769.06678844166,2025-01-18 04:49:04.007306520,1,0,0.0009418166596902,0.0003139388865634,0.0009418166596902,13.562159899539555,Зима,16 days 10:42:15.340948800,0.0239520958083832,Октябрьская,2,SYNTHETIC,2025,0
146.3893056531611,24915.45609409482,2025-01-18 07:15:27.365645700,1,0,0.0009418166596902,0.0003139388865634,0.0009418166596902,13.562159899539555,Зима,16 days 13:08:38.699287980,0.0259481037924151,Октябрьская,2,SYNTHETIC,2025,0
1170.6010253221184,26086.05711941694,2025-01-19 02:46:03.427165020,1,0,0.0009418166596902,0.0003139388865634,0.0009418166596902,13.562159899539555,Зима,17 days 08:39:14.760807300,0.0279441117764471,Октябрьская,2,SYNTHETIC,2025,0
1171.0335646749154,27257.09068409185,2025-01-19 22:17:05.441045520,1,0,0.0009418166596902,0.0003139388865634,0.0009418166596902,13.562159899539555,Зима,18 days 04:10:16.774687800,0.029940119760479,Октябрьская,2,SYNTHETIC,2025,0
1319.5478013855188,28576.63848547737,2025-01-20 20:16:38.309128620,1,0,0.0009418166596902,0.0003139388865634,0.0009418166596902,13.562159899539555,Зима,19 days 02:09:49.642770900,0.0319361277445109,Октябрьская,2,SYNTHETIC,2025,0
1062.0767477191832,29638.715233196555,2025-01-21 13:58:42.913991820,1,0,0.0009418166596902,0.0003139388865634,0.0009418166596902,13.562159899539555,Зима,19 days 19:51:54.247634100,0.0339321357285429,Октябрьская,2,SYNTHETIC,2025,0
741.5586095820285,30380.273842778584,2025-01-22 02:20:16.430566739,0,0,0.0003139388865634,0.0003139388865634,0.0009418166596902,13.562159899539555,Зима,20 days 08:13:27.764209019,0.0359281437125748,Октябрьская,2,SYNTHETIC,2025,0
1283.5200934611216,31663.793936239705,2025-01-22 23:43:47.636174400,0,0,0.0003139388865634,0.0003139388865634,0.0009418166596902,13.562159899539555,Зима,21 days 05:36:58.969816680,0.0379241516966067,Октябрьская,2,SYNTHETIC,2025,0
4608.386682509129,36272.18061874883,2025-01-26 04:32:10.837124940,0,0,0.0003139388865634,0.0003139388865634,0.0009418166596902,13.562159899539555,Зима,24 days 10:25:22.170767220,0.0399201596806387,Октябрьская,2,SYNTHETIC,2025,0
980.7227039718236,37252.90332272065,2025-01-26 20:52:54.199363260,0,0,0.0003139388865634,0.0003139388865634,0.0009418166596902,13.562159899539555,Зима,25 days 02:46:05.533005540,0.0419161676646706,Октябрьская,2,SYNTHETIC,2025,0
8660.697622096235,45913.60094481689,2025-02-01 21:13:36.056689020,0,0,0.0003139388865634,0.0003139388865634,0.0009418166596902,13.562159899539555,Зима,31 days 03:06:47.390331300,0.0439121756487025,Октябрьская,2,SYNTHETIC,2025,0
