CATEGORY,START_TIME,ROAD,DEPARTMENT,YEAR,SOURCE_YEAR,DELTA_TIME,DELTA_MINUTES,TIME_DIFF,INDEX,SEASON,SEASON_INDEX,MONTH,LAMBDA_FITTER,LAMBDA_MONTH,ENTITY_TYPE
,2025-01-01 12:27:56.251357584,,CT,2025,2024,0 days 00:00:00,0.0,0.0,0.0,Зима,1,1,0.0022225503376566,96.01417458676885,department
,2025-01-01 13:33:12.559372182,,CT,2025,2024,0 days 01:05:16.308014598,65.2718002433,65.2718002433,0.0014347202295552368,Зима,1,1,0.0022225503376566,96.01417458676885,department
,2025-01-01 18:17:43.149260190,,CT,2025,2024,0 days 05:49:46.897902606,349.7816317101,284.5098314668,0.0028694404591104736,Зима,1,1,0.0022225503376566,96.01417458676885,department
,2025-01-02 15:13:01.788083574,,CT,2025,2024,1 days 02:45:05.536725990,1605.0922787665,1255.3106470563998,0.00430416068866571,Зима,1,1,0.0022225503376566,96.01417458676885,department
,2025-01-02 16:45:31.861191024,,CT,2025,2024,1 days 04:17:35.609833440,1697.593497224,92.50121845750004,0.005738880918220947,Зима,1,1,0.0022225503376566,96.01417458676885,department
,2025-01-03 21:22:39.825542814,,CT,2025,2024,2 days 08:54:43.574185230,3414.7262364205003,1717.1327391965003,0.007173601147776184,Зима,1,1,0.0022225503376566,96.01417458676885,department
,2025-01-05 12:06:39.193199580,,CT,2025,2024,3 days 23:38:42.941841996,5738.7156973666,2323.9894609460994,0.00860832137733142,Зима,1,1,0.0022225503376566,96.01417458676885,department
,2025-01-05 18:11:34.818512058,,CT,2025,2024,4 days 05:43:38.567154474,6103.642785907899,364.9270885412998,0.010043041606886656,Зима,1,1,0.0022225503376566,96.01417458676885,department
,2025-01-05 19:35:29.617479840,,CT,2025,2024,4 days 07:07:33.366122256,6187.5561020376,83.91331612970043,0.011477761836441894,Зима,1,1,0.0022225503376566,96.01417458676885,department
,2025-01-05 22:26:26.772378612,,CT,2025,2024,4 days 09:58:30.521021028,6358.5086836838,170.9525816462001,0.01291248206599713,Зима,1,1,0.0022225503376566,96.01417458676885,department
,2025-01-06 02:35:02.167205610,,CT,2025,2024,4 days 14:07:05.915848026,6607.0985974671,248.5899137833003,0.014347202295552367,Зима,1,1,0.0022225503376566,96.01417458676885,department
,2025-01-06 05:21:32.980986072,,CT,2025,2024,4 days 16:53:36.729628488,6773.6121604748005,166.5135630077002,0.015781922525107604,Зима,1,1,0.0022225503376566,96.01417458676885,department
,2025-01-06 07:49:45.122623710,,CT,2025,2024,4 days 19:21:48.871266126,6921.8145211021,148.20236062729964,0.01721664275466284,Зима,1,1,0.0022225503376566,96.01417458676885,department
,2025-01-07 10:42:13.127270136,,CT,2025,2024,5 days 22:14:16.875912552,8534.2812652092,1612.4667441070997,0.018651362984218076,Зима,1,1,0.0022225503376566,96.01417458676885,department
,2025-01-07 11:57:07.569620724,,CT,2025,2024,5 days 23:29:11.318263140,8609.188637719,74.90737250980055,0.020086083213773313,Зима,1,1,0.0022225503376566,96.01417458676885,department
,2025-01-07 21:51:49.159607232,,CT,2025,2024,6 days 09:23:52.908249648,9203.881804160801,594.6931664418007,0.021520803443328552,Зима,1,1,0.0022225503376566,96.01417458676885,department
,2025-01-07 21:52:00.238059516,,CT,2025,2024,6 days 09:24:03.986701932,9204.0664450322,0.1846408713990968,0.02295552367288379,Зима,1,1,0.0022225503376566,96.01417458676885,department
,2025-01-08 04:40:00.025263294,,CT,2025,2024,6 days 16:12:03.773905710,9612.0628984285,407.99645339629933,0.024390243902439025,Зима,1,1,0.0022225503376566,96.01417458676885,department
,2025-01-08 23:14:09.179874210,,CT,2025,2024,7 days 10:46:12.928516626,10726.2154752771,1114.1525768486008,0.02582496413199426,Зима,1,1,0.0022225503376566,96.01417458676885,department
,2025-01-09 01:46:56.616083628,,CT,2025,2024,7 days 13:19:00.364726044,10879.0060787674,152.79060349029896,0.027259684361549498,Зима,1,1,0.0022225503376566,96.01417458676885,department
,2025-01-09 03:19:16.542150144,,CT,2025,2024,7 days 14:51:20.290792560,10971.338179876,92.33210110860091,0.028694404591104734,Зима,1,1,0.0022225503376566,96.01417458676885,department
,2025-01-09 11:13:47.431868298,,CT,2025,2024,7 days 22:45:51.180510714,11445.8530085119,474.5148286358999,0.03012912482065997,Зима,1,1,0.0022225503376566,96.01417458676885,department
,2025-01-09 20:34:48.362220534,,CT,2025,2024,8 days 08:06:52.110862950,12006.8685143825,561.0155058706005,0.03156384505021521,Зима,1,1,0.0022225503376566,96.01417458676885,department
,2025-01-10 05:18:54.666766482,,CT,2025,2024,8 days 16:50:58.415408898,12530.9735901483,524.1050757657995,0.03299856527977044,Зима,1,1,0.0022225503376566,96.01417458676885,department
,2025-01-10 08:11:58.910228202,,CT,2025,2024,8 days 19:44:02.658870618,12704.0443145103,173.07072436199996,0.03443328550932568,Зима,1,1,0.0022225503376566,96.01417458676885,department
,2025-01-10 10:22:44.570877288,,CT,2025,2024,8 days 21:54:48.319519704,12834.8053253284,130.76101081809975,0.035868005738880916,Зима,1,1,0.0022225503376566,96.01417458676885,department
,2025-01-11 09:47:18.618691422,,CT,2025,2024,9 days 21:19:22.367333838,14239.3727888973,1404.567463568901,0.03730272596843615,Зима,1,1,0.0022225503376566,96.01417458676885,department
,2025-01-12 05:02:40.256524488,,CT,2025,2024,10 days 16:34:44.005166904,15394.7334194484,1155.3606305510984,0.03873744619799139,Зима,1,1,0.0022225503376566,96.01417458676885,department
,2025-01-12 09:37:41.008675446,,CT,2025,2024,10 days 21:09:44.757317862,15669.7459552977,275.01253584930055,0.040172166427546625,Зима,1,1,0.0022225503376566,96.01417458676885,department
,2025-01-12 23:39:59.229808884,,CT,2025,2024,11 days 11:12:02.978451300,16512.049640855,842.3036855572991,0.04160688665710186,Зима,1,1,0.0022225503376566,96.01417458676885,department
,2025-01-13 04:10:52.732204992,,CT,2025,2024,11 days 15:42:56.480847408,16782.9413474568,270.89170660180025,0.043041606886657105,Зима,1,1,0.0022225503376566,96.01417458676885,department
,2025-01-13 08:19:23.257713384,,CT,2025,2024,11 days 19:51:27.006355800,17031.45010593,248.50875847319912,0.04447632711621234,Зима,1,1,0.0022225503376566,96.01417458676885,department
,2025-01-13 09:36:06.271377582,,CT,2025,2024,11 days 21:08:10.020019998,17108.1670003333,76.7168944033001,0.04591104734576758,Зима,1,1,0.0022225503376566,96.01417458676885,department
,2025-01-13 13:46:11.561626524,,CT,2025,2024,12 days 01:18:15.310268940,17358.255171149,250.08817081570305,0.047345767575322814,Зима,1,1,0.0022225503376566,96.01417458676885,department
,2025-01-13 19:33:03.575632488,,CT,2025,2024,12 days 07:05:07.324274904,17705.122071248403,346.8669000994014,0.04878048780487805,Зима,1,1,0.0022225503376566,96.01417458676885,department
,2025-01-13 19:43:18.043087746,,CT,2025,2024,12 days 07:15:21.791730162,17715.3631955027,10.241124254298484,0.05021520803443329,Зима,1,1,0.0022225503376566,96.01417458676885,department
,2025-01-14 00:07:29.839346088,,CT,2025,2024,12 days 11:39:33.587988504,17979.5597998084,264.1966043057,0.05164992826398852,Зима,1,1,0.0022225503376566,96.01417458676885,department
,2025-01-14 11:31:32.188283328,,CT,2025,2024,12 days 23:03:35.936925744,18663.5989487624,684.0391489539979,0.05308464849354376,Зима,1,1,0.0022225503376566,96.01417458676885,department
,2025-01-14 20:04:16.257840948,,CT,2025,2024,13 days 07:36:20.006483364,19176.333441389397,512.734492626998,0.054519368723098996,Зима,1,1,0.0022225503376566,96.01417458676885,department
,2025-01-15 03:37:56.018149146,,CT,2025,2024,13 days 15:09:59.766791562,19629.9961131927,453.66267180330397,0.05595408895265423,Зима,1,1,0.0022225503376566,96.01417458676885,department
,2025-01-15 21:39:07.927975902,,CT,2025,2024,14 days 09:11:11.676618318,20711.1946103053,1081.1984971126003,0.05738880918220947,Зима,1,1,0.0022225503376566,96.01417458676885,department
,2025-01-15 21:47:19.162772628,,CT,2025,2024,14 days 09:19:22.911415044,20719.3818569174,8.187246612098534,0.058823529411764705,Зима,1,1,0.0022225503376566,96.01417458676885,department
,2025-01-16 03:53:41.826173802,,CT,2025,2024,14 days 15:25:45.574816218,21085.759580270304,366.37772335290356,0.06025824964131994,Зима,1,1,0.0022225503376566,96.01417458676885,department
,2025-01-16 15:30:14.415947142,,CT,2025,2024,15 days 03:02:18.164589558,21782.3027431593,696.5431628889964,0.06169296987087518,Зима,1,1,0.0022225503376566,96.01417458676885,department
