indicator,road,model_type,MAPE_test_%,SMAPE_test_%,AIC,resid_std
loss_3,Окт,AAA,6544113810176.288,116.60799325248463,888.8695655009138,198.60855504127312
loss_3,Клнг,AAA,2182184616236.7534,112.67392482551732,639.2290107553631,80.72049055918906
loss_3,Моск,AAA,12846222472997.566,139.99617855718142,922.2890978111071,188.7681131847722
loss_3,Горьк,AAA,2260409167352.641,80.29690634259305,839.629356652183,99.24226784029436
loss_3,Сев,AAA,1497165258298.7695,62.09845735550464,930.2565315990707,193.72803076392393
loss_3,С-Кав,AAA,17019326854592.377,145.18012451477392,937.7949703999622,349.5875181010845
loss_3,Ю-Вост,AAA,849129853825.6611,122.31146947607382,786.8904814542414,78.40720090431911
loss_3,Прив,AAA,5767732324454.258,98.50159331890085,973.9926170658531,285.9235997755374
loss_3,Кбш,AAA,3079206134623.988,95.29392388653939,948.9999690554807,167.73688595446546
loss_3,Сверд,AAA,4224173449048.104,118.26411937724428,937.3683174488228,230.608544176773
loss_3,Ю-Ур,AAA,1564722762710.257,103.08066249924899,873.0109577665486,148.10268881041407
loss_3,З-Сиб,AAA,1766681432370.0398,115.39945842161339,858.3891722554781,127.56602227154711
loss_3,Крас,AAA,3539404548326.6904,130.63230636275972,801.4872412926304,103.89296080139003
loss_3,В-Сиб,AAA,4993931930469.303,106.52551543250632,924.7231914265865,110.93908737953174
loss_3,Заб,AAA,6792521655096.384,136.38486008879374,1010.4209521104884,351.070919950598
loss_3,Двост,AAA,11853958922688.428,117.44657021184392,969.5169804675552,329.76392320145095
