CATEGORY,START_TIME,ROAD,DEPARTMENT,RESPONSIBILITY,YEAR,SOURCE_YEAR,DELTA_TIME,DELTA_MINUTES,TIME_DIFF,INDEX,SEASON,SEASON_INDEX,MONTH,LAMBDA_DYNAMIC,LAMBDA0,LAMBDA1,LAMBDA_MONTH,SPIKE_FLAG,TRANSITION_FLAG,FREIGHT_COUNT,FREIGHT_TIMEOUT,PASSENGER_COUNT,PASSENGER_TIMEOUT,COMMUTER_COUNT,COMMUTER_TIMEOUT,ENTITY_TYPE,REASON,CUSUM_ALARM
2,2025-01-01 01:59:21.285171456,Юго-Восточная,CSH,"Ю-ВОСТ, ШЧ-3 (Э)",2025,2024,0 days 00:00:00,0.0,0.0,0.0,Зима,1,1,0.0003837131221167,0.0003837131221167,0.0011511393663501,16.576406875441485,0,0,21.0,"4,77ч",15.0,"0,98ч",70.0,"0,57ч",road,Обрыв жил сигнально-блокировочного металлического кабеля рельсовых цепей,0
3,2025-01-02 16:35:15.349185546,Юго-Восточная,CSH,"Ю-ВОСТ, ШЧ-7",2025,2024,1 days 14:35:54.064014090,2315.9010669015,2315.9010669015,0.0065359477124183,Зима,1,1,0.0003837131221167,0.0003837131221167,0.0011511393663501,16.576406875441485,0,0,,,,,,,road,Обрыв жил сигнально-блокировочного металлического кабеля рельсовых цепей,0
3,2025-01-05 00:35:49.890616548,Юго-Восточная,CT,"Ю-ВОСТ, ШЧ-14 (Э)",2025,2024,3 days 22:36:28.605445092,5676.476757418201,3360.575690516701,0.0130718954248366,Зима,1,1,0.0003837131221167,0.0003837131221167,0.0011511393663501,16.576406875441485,0,0,,,,,,,road,Тонкий гребень колеса грузового вагона,0
1,2025-01-05 11:38:08.586840552,Юго-Восточная,CSH,"Ю-ВОСТ, ШЧ-14 (Э)",2025,2024,4 days 09:38:47.301669096,6338.7883611516,662.3116037333994,0.0196078431372549,Зима,1,1,0.0006651904415998,0.0003837131221167,0.0011511393663501,16.576406875441485,0,1,38.0,"0,7ч",14.0,"5,25ч",3.0,"1,5ч",road,Тонкий гребень колеса грузового вагона,0
2,2025-01-05 16:29:38.947757772,Юго-Восточная,CT,"Ю-ВОСТ, ШЧ-3 (Э)",2025,2024,4 days 14:30:17.662586316,6630.2943764386,291.5060152870001,0.0261437908496732,Зима,1,1,0.0008407323878557,0.0003837131221167,0.0011511393663501,16.576406875441485,0,1,24.0,"14,12ч",14.0,"1,95ч",3.0,"2,27ч",road,Тонкий гребень колеса грузового вагона,0
1,2025-01-05 20:33:02.046710796,Юго-Восточная,CSH,"Ю-ВОСТ, ШЧ-3 (Э)",2025,2024,4 days 18:33:40.761539340,6873.679358989,243.3849825504003,0.0326797385620915,Зима,1,1,0.000986169232089,0.0003837131221167,0.0011511393663501,16.576406875441485,0,1,37.0,"4,13ч",8.0,"1,32ч",29.0,"0,52ч",road,"Контактная система, потеря контакта",0
1,2025-01-05 21:57:11.082658164,Юго-Восточная,CSH,"Ю-ВОСТ, ШЧ-5 (Р)",2025,2024,4 days 19:57:49.797486708,6957.8299581118,84.15059912279958,0.0392156862745098,Зима,1,1,0.0010146479638331,0.0003837131221167,0.0011511393663501,16.576406875441485,0,1,11.0,"2,27ч",26.0,"4,87ч",0.0,,road,"Жилы, внутренний обрыв",0
1,2025-01-05 23:18:50.695477140,Юго-Восточная,CSH,"Ю-ВОСТ, ШЧ-3 (Э)",2025,2024,4 days 21:19:29.410305684,7039.4901717614,81.66021364960034,0.0457516339869281,Зима,1,1,0.0011511393663501,0.0003837131221167,0.0011511393663501,16.576406875441485,1,0,14.0,"10,2ч",5.0,"1,72ч",69.0,"2,9ч",road,Тонкий гребень колеса грузового вагона,0
1,2025-01-06 01:57:15.035487473,Юго-Восточная,CSH,"Ю-ВОСТ, ШЧ-15",2025,2024,4 days 23:57:53.750316017,7197.895838600283,158.405666838883,0.0522875816993464,Зима,1,1,0.0011511393663501,0.0003837131221167,0.0011511393663501,16.576406875441485,1,0,0.0,,25.0,"1,33ч",50.0,"2,08ч",road,"Низкое сопротивление изоляции провода, кабеля низковольтных цепей и цепей управления",0
3,2025-01-06 02:14:04.075195122,Юго-Восточная,CSH,"Ю-ВОСТ, ШЧ-5 (Р)",2025,2024,5 days 00:14:42.790023666,7214.7131670611,16.817328460816498,0.0588235294117647,Зима,1,1,0.0011511393663501,0.0003837131221167,0.0011511393663501,16.576406875441485,1,0,,,,,,,road,"Низкое сопротивление изоляции провода, кабеля низковольтных цепей и цепей управления",0
3,2025-01-06 06:42:59.411865336,Юго-Восточная,CSH,"Ю-ВОСТ, ШЧ-15",2025,2024,5 days 04:43:38.126693880,7483.635444898,268.9222778369003,0.065359477124183,Зима,1,1,0.0011511393663501,0.0003837131221167,0.0011511393663501,16.576406875441485,1,0,,,,,,,road,"Низкое сопротивление изоляции провода, кабеля низковольтных цепей и цепей управления",0
1,2025-01-06 12:00:48.996393750,Юго-Восточная,CSH,"Ю-ВОСТ, ШЧ-15",2025,2024,5 days 10:01:27.711222294,7801.4618537049,317.8264088069,0.0718954248366013,Зима,1,1,0.0011511393663501,0.0003837131221167,0.0011511393663501,16.576406875441485,1,0,21.0,"1,83ч",4.0,"1,95ч",26.0,"1,92ч",road,"Низкое сопротивление изоляции провода, кабеля низковольтных цепей и цепей управления",0
3,2025-01-09 17:22:48.372837276,Юго-Восточная,CSH,"Ю-ВОСТ, ШЧ-5 (Р)",2025,2024,8 days 15:23:27.087665820,12443.451461097,4641.9896073921,0.0784313725490196,Зима,1,1,0.0011511393663501,0.0003837131221167,0.0011511393663501,16.576406875441485,1,0,,,,,,,road,"Жилы, внутренний обрыв",0
1,2025-01-12 14:43:55.282178082,Юго-Восточная,CSH,"Ю-ВОСТ, ШЧ-14 (Э)",2025,2024,11 days 12:44:33.997006626,16604.5666167771,4161.115155680101,0.0849673202614379,Зима,1,1,0.0011511393663501,0.0003837131221167,0.0011511393663501,16.576406875441485,1,0,31.0,"1,85ч",26.0,"0,18ч",11.0,"2,07ч",road,Обрыв жил сигнально-блокировочного металлического кабеля рельсовых цепей,0
2,2025-01-12 17:43:48.984113916,Юго-Восточная,CSH,"Ю-ВОСТ, ШЧ-3 (Э)",2025,2024,11 days 15:44:27.698942460,16784.461649041,179.89503226389934,0.0915032679738562,Зима,1,1,0.0011511393663501,0.0003837131221167,0.0011511393663501,16.576406875441485,1,0,17.0,"28,15ч",3.0,"0,87ч",1.0,"7,98ч",road,"Контактная система, потеря контакта",0
3,2025-01-12 21:11:55.807170714,Юго-Восточная,CSH,"Ю-ВОСТ, ШЧ-14 (Э)",2025,2024,11 days 19:12:34.521999258,16992.5753666543,208.11371761329792,0.0980392156862745,Зима,1,1,0.0011511393663501,0.0003837131221167,0.0011511393663501,16.576406875441485,1,0,,,,,,,road,Тонкий гребень колеса грузового вагона,0
2,2025-01-13 07:00:07.252755432,Юго-Восточная,CSH,"Ю-ВОСТ, ШЧ-7",2025,2024,12 days 05:00:45.967583976,17580.7661263996,588.1907597453028,0.1045751633986928,Зима,1,1,0.0011511393663501,0.0003837131221167,0.0011511393663501,16.576406875441485,1,0,35.0,"56,98ч",14.0,"2,43ч",37.0,"0,72ч",road,Тонкий гребень колеса грузового вагона,0
1,2025-01-13 09:20:03.616933026,Юго-Восточная,CSH,"Ю-ВОСТ, ШЧ-14 (Э)",2025,2024,12 days 07:20:42.331761570,17720.7055293595,139.93940295989887,0.1111111111111111,Зима,1,1,0.0011511393663501,0.0003837131221167,0.0011511393663501,16.576406875441485,1,0,5.0,"0,35ч",14.0,"1,67ч",24.0,"2,02ч",road,Тонкий гребень колеса грузового вагона,0
1,2025-01-13 19:29:14.819741892,Юго-Восточная,CSH,"Ю-ВОСТ, ШЧ-14 (Э)",2025,2024,12 days 17:29:53.534570436,18329.8922428406,609.1867134811,0.1176470588235294,Зима,1,1,0.0011511393663501,0.0003837131221167,0.0011511393663501,16.576406875441485,1,0,35.0,"2,4ч",10.0,"0,68ч",16.0,"0,1ч",road,"Контактная система, потеря контакта",1
3,2025-01-14 02:52:07.222543800,Юго-Восточная,CSH,"Ю-ВОСТ, ШЧ-15",2025,2024,13 days 00:52:45.937372344,18772.7656228724,442.8733800318005,0.1241830065359477,Зима,1,1,0.0011511393663501,0.0003837131221167,0.0011511393663501,16.576406875441485,1,0,,,,,,,road,"Низкое сопротивление изоляции провода, кабеля низковольтных цепей и цепей управления",0
1,2025-01-14 08:33:04.383978468,Юго-Восточная,CSH,"Ю-ВОСТ, ШЧ-5 (Р)",2025,2024,13 days 06:33:43.098807012,19113.7183134502,340.95269057780024,0.130718954248366,Зима,1,1,0.0011511393663501,0.0003837131221167,0.0011511393663501,16.576406875441485,1,0,9.0,"1,1ч",9.0,"1,1ч",24.0,"2,93ч",road,"Контактная система, потеря контакта",0
1,2025-01-15 09:35:23.462242746,Юго-Восточная,CSH,"Ю-ВОСТ, ШЧ-5 (Р)",2025,2024,14 days 07:36:02.177071290,20616.036284521502,1502.3179710713011,0.1372549019607843,Зима,1,1,0.0011511393663501,0.0003837131221167,0.0011511393663501,16.576406875441485,1,0,29.0,"1,28ч",15.0,"2,53ч",1.0,"1,38ч",road,"Контактная система, потеря контакта",0
2,2025-01-18 14:04:36.881846676,Юго-Восточная,CSH,"Ю-ВОСТ, ШЧ-15",2025,2024,17 days 12:05:15.596675220,25205.259944587,4589.223660065498,0.1437908496732026,Зима,1,1,0.0003837131221167,0.0003837131221167,0.0011511393663501,16.576406875441485,0,0,56.0,"1,43ч",11.0,"3,62ч",17.0,"1,55ч",road,Обрыв жил сигнально-блокировочного металлического кабеля рельсовых цепей,0
