indicator,road,model_type,MAPE_test_%,SMAPE_test_%,AIC,resid_std
train_km,Окт,AAA,18.257893458464366,16.52485209238472,2529.923861263834,1075711.1344663263
train_km,Клнг,AAA,10.674011401012065,10.026056825700746,2286.062193946515,428897.9893590656
train_km,Моск,AAA,12.95998141179605,14.774734317423025,2492.2536992036635,5907296.6958619375
train_km,Горьк,AAA,11.853028129938592,13.86246689511204,2289.452240955999,2972157.422080112
train_km,Сев,AAA,11.83365656819148,10.771385989954574,2430.122455689969,692961.0301986935
train_km,С-Кав,AAA,12.25178109412862,11.654707932449128,2403.303051332987,1057018.8560412258
train_km,Ю-Вост,AAA,5.440745716871978,5.195509077737513,2361.836033776804,373774.28759810264
train_km,Прив,AAA,11.677311138868602,12.809421133970414,2571.5831457958316,9088955.565994285
train_km,Кбш,AAA,8.752218067798125,10.04285856078866,2437.339667021455,2202110.479496886
train_km,Сверд,AAA,12.899874360402858,13.151762377156414,2417.091719509638,2694488.359410733
train_km,Ю-Ур,AAA,15.463113949376742,14.017142160809499,2449.6529969064413,738020.874979038
train_km,З-Сиб,AAA,12.327348428009117,11.20449588564347,2404.7929993164953,761898.4123315531
train_km,Крас,AAA,11.980794246730502,11.051026092118994,2372.767219812725,521474.43821590015
train_km,В-Сиб,AAA,9.80876449403763,9.653046437583777,2422.5986694622998,1082406.2799894097
train_km,Заб,AAA,9.454800020177643,9.32509212321756,2449.6003724793673,1071517.3796230904
train_km,Двост,AAA,13.034799088466784,13.473426406636404,2399.424978022458,1390227.3043648242
